year,sex,age,marital_status,accidents,income,score,premium,treatment,adjusted_premium,retention_prob,retained
2020,m,59,single,5,32400,3.2,333.74,0,333.74,0.53,True
2020,m,28,single,-1,57337,2.5,303.24,0.1,333.56,0.524,True
2020,m,28,single,4,54276,4.0,367.86,-0.1,331.07,0.338,False
2020,f,36,single,9,46303,3.0,325.0,-0.1,292.5,0.611,True
2020,f,27,single,3,58400,3.5,346.76,-0.1,312.08,0.358,False
2020,m,65,married,5,58527,3.0,325.0,0.1,357.5,0.609,False
2020,m,21,single,4,58093,4.0,367.86,-0.1,331.07,0.403,False
2020,m,61,single,-1,68548,2.0,282.14,0,282.14,0.534,True
2020,m,57,married,1,44218,2.2,290.46,0.1,319.51,0.57,False
2020,f,31,single,2,62227,3.0,325.0,0.2,390.0,0.466,False
2020,m,60,married,-2,61108,1.5,262.29,-0.1,236.06,0.644,True
2020,m,47,single,2,53230,3.2,333.74,0,333.74,0.385,False
2020,f,26,single,6,41005,3.0,325.0,-0.1,292.5,0.548,False
2020,f,36,single,4,41516,3.0,325.0,-0.1,292.5,0.375,False
2020,m,60,single,2,69052,3.0,325.0,0,325.0,0.463,True
2020,f,25,single,2,49194,2.5,303.24,0.1,333.56,0.399,False
2020,m,63,married,1,36911,2.0,282.14,0,282.14,0.634,True
2020,f,34,single,3,51377,3.5,346.76,-0.1,312.08,0.53,False
2020,f,35,married,2,59582,2.5,303.24,0.1,333.56,0.533,True
2020,m,65,married,2,42665,2.0,282.14,0,282.14,0.523,True
2020,m,22,single,2,49704,3.0,325.0,-0.1,292.5,0.424,True
2020,f,55,married,2,56248,2.2,290.46,0.1,319.51,0.563,True
2020,m,40,married,3,59658,3.2,333.74,-0.1,300.37,0.367,False
2020,f,57,single,4,51694,3.2,333.74,0,333.74,0.649,True
2020,m,44,married,2,46046,2.2,290.46,0.1,319.51,0.562,True
2020,f,69,married,2,47480,1.5,262.29,0,262.29,0.613,False
2020,m,42,single,3,49495,3.2,333.74,0,333.74,0.41,True
2020,f,40,single,3,48103,2.7,311.9,-0.1,280.71,0.561,False
2020,m,43,single,6,35347,3.2,333.74,0,333.74,0.434,False
2020,f,40,single,-2,71611,1.7,270.05,-0.1,243.05,0.424,False
2020,f,19,single,4,53840,4.0,367.86,0.1,404.65,0.424,True
2020,m,24,single,1,69490,3.5,346.76,0.1,381.44,0.427,True
2020,f,56,single,6,69241,3.2,333.74,0,333.74,0.664,False
2020,m,34,married,0,59737,2.0,282.14,0,282.14,0.438,False
2020,f,45,married,2,47316,1.7,270.05,0.1,297.06,0.63,False
2020,m,64,single,0,54337,2.0,282.14,0,282.14,0.509,True
2020,f,43,single,1,52812,2.7,311.9,-0.1,280.71,0.391,False
2020,f,61,married,4,66526,2.5,303.24,0.1,333.56,0.715,False
2020,f,53,single,2,61480,2.7,311.9,-0.1,280.71,0.589,True
2020,f,47,single,1,44318,2.2,290.46,0,290.46,0.465,True
2020,m,36,single,1,48300,3.0,325.0,-0.1,292.5,0.387,True
2020,m,61,married,3,49706,2.5,303.24,-0.1,272.92,0.587,True
2020,m,48,single,3,44049,3.2,333.74,0,333.74,0.4,False
2020,m,63,married,1,55264,2.5,303.24,0.1,333.56,0.54,False
2020,m,66,married,5,43557,2.5,303.24,-0.1,272.92,0.718,False
2020,m,29,single,2,44462,3.0,325.0,-0.1,292.5,0.361,True
2020,m,25,single,3,40926,3.5,346.76,0.1,381.44,0.398,False
2020,f,57,single,4,48379,2.7,311.9,-0.1,280.71,0.513,True
2020,f,28,single,1,56227,3.0,325.0,0.2,390.0,0.483,False
2020,m,58,married,3,43660,2.7,311.9,0,311.9,0.53,False
2020,m,35,single,2,47880,3.0,325.0,-0.1,292.5,0.329,False
2020,f,38,single,4,57773,3.5,346.76,-0.1,312.08,0.547,False
2020,f,62,married,3,65089,2.5,303.24,0.1,333.56,0.612,False
2020,f,52,married,6,62213,2.7,311.9,-0.1,280.71,0.714,True
2020,f,67,married,1,36430,1.5,262.29,0,262.29,0.647,True
2020,f,48,married,1,68429,2.2,290.46,0.1,319.51,0.621,True
2020,f,52,single,0,51114,1.7,270.05,-0.1,243.05,0.553,True
2020,m,49,married,2,55952,2.7,311.9,-0.1,280.71,0.524,True
2020,f,60,married,2,58397,2.0,282.14,0.2,338.57,0.578,True
2020,f,26,single,-2,50363,2.0,282.14,-0.1,253.93,0.449,False
2020,m,59,married,3,50298,3.2,333.74,-0.1,300.37,0.428,True
2020,f,42,single,1,57548,2.7,311.9,-0.1,280.71,0.446,False
2020,f,35,single,3,48363,3.0,325.0,-0.1,292.5,0.445,False
2020,m,48,married,-6,44432,1.2,251.17,0.1,276.29,0.386,False
2020,f,32,single,3,40754,3.0,325.0,-0.1,292.5,0.428,True
2020,m,33,single,4,55734,4.0,367.86,-0.1,331.07,0.458,False
2020,m,48,single,1,52257,3.2,333.74,0,333.74,0.446,False
2020,f,67,married,-2,39100,0.5,227.95,-0.1,205.16,0.627,True
2020,m,37,married,4,56389,3.5,346.76,0.2,416.11,0.619,True
2020,f,63,married,-1,44694,0.5,227.95,-0.1,205.16,0.608,True
2020,m,24,single,2,69394,3.5,346.76,0.1,381.44,0.375,False
2020,m,68,single,3,45958,3.0,325.0,0.1,357.5,0.417,False
2020,f,60,married,1,54658,2.0,282.14,0.2,338.57,0.595,True
2020,f,70,married,1,58847,2.0,282.14,0.2,338.57,0.715,True
2020,f,63,married,4,65861,2.5,303.24,0.1,333.56,0.584,False
2020,f,57,single,0,52269,1.7,270.05,-0.1,243.05,0.608,True
2020,f,70,married,2,74407,2.0,282.14,0.2,338.57,0.692,False
2020,m,35,single,3,66172,4.0,367.86,-0.1,331.07,0.346,False
2020,f,39,married,3,49897,2.5,303.24,0.1,333.56,0.727,True
2020,m,40,single,0,72374,2.2,290.46,-0.1,261.41,0.438,False
2020,f,53,married,3,53644,2.7,311.9,-0.1,280.71,0.604,True
2020,f,49,single,3,66349,3.2,333.74,0,333.74,0.612,False
2020,f,46,single,4,58907,3.2,333.74,0,333.74,0.496,True
2020,m,37,single,1,64310,3.5,346.76,0.1,381.44,0.506,True
2020,f,45,single,1,52101,2.7,311.9,-0.1,280.71,0.489,True
2020,f,35,single,3,70865,3.5,346.76,-0.1,312.08,0.364,False
2020,f,25,single,5,50350,3.5,346.76,-0.1,312.08,0.429,True
2020,m,31,single,2,68162,3.5,346.76,0.1,381.44,0.557,True
2020,f,24,single,2,64066,3.0,325.0,0.2,390.0,0.414,False
2020,f,18,single,3,57180,4.0,367.86,0.1,404.65,0.313,False
2020,m,53,married,5,50095,3.2,333.74,-0.1,300.37,0.58,False
2020,f,24,single,0,49948,1.5,262.29,0.2,314.75,0.352,False
2020,f,29,single,2,74890,3.0,325.0,0.2,390.0,0.543,False
2020,m,70,married,0,55680,1.5,262.29,-0.1,236.06,0.629,False
2020,m,27,single,1,51726,3.5,346.76,0.1,381.44,0.276,False
2020,m,25,single,0,61769,2.5,303.24,0.1,333.56,0.504,False
2020,m,67,married,0,58308,1.5,262.29,-0.1,236.06,0.579,False
2020,f,37,single,7,64378,3.5,346.76,-0.1,312.08,0.542,True
2020,m,66,married,3,69259,3.0,325.0,0.1,357.5,0.48,True
2020,m,33,single,3,55333,4.0,367.86,-0.1,331.07,0.38,False
2020,f,62,married,2,62014,2.0,282.14,0.2,338.57,0.65,False
2020,f,62,single,4,58153,3.0,325.0,0.1,357.5,0.556,True
2020,m,45,married,3,60609,3.2,333.74,-0.1,300.37,0.598,True
2020,f,70,married,6,61492,2.5,303.24,0.1,333.56,0.701,False
2020,f,46,married,1,40625,1.7,270.05,0.1,297.06,0.538,True
2020,f,50,single,0,60146,1.7,270.05,-0.1,243.05,0.493,True
2020,f,65,married,2,59377,2.0,282.14,0.2,338.57,0.634,True
2020,m,66,married,2,57844,2.5,303.24,0.1,333.56,0.595,True
2020,m,48,single,1,57867,3.2,333.74,0,333.74,0.44,False
2020,f,58,single,5,52823,3.2,333.74,0,333.74,0.527,True
2020,f,39,single,3,58618,3.5,346.76,-0.1,312.08,0.606,False
2020,f,62,married,1,46373,1.5,262.29,0,262.29,0.626,True
2020,m,47,married,2,59963,2.7,311.9,-0.1,280.71,0.574,True
2020,f,50,single,7,55146,3.2,333.74,0,333.74,0.508,True
2020,f,44,married,0,53386,1.2,251.17,0,251.17,0.604,True
2020,f,58,married,4,57512,2.7,311.9,-0.1,280.71,0.586,False
2020,m,36,single,2,50178,3.5,346.76,0.1,381.44,0.354,False
2020,m,63,married,0,51019,1.5,262.29,-0.1,236.06,0.55,False
2020,m,32,single,4,49213,3.5,346.76,0.1,381.44,0.378,False
2020,m,59,single,-1,55162,2.2,290.46,-0.1,261.41,0.493,False
2020,f,44,single,4,54075,3.2,333.74,0,333.74,0.578,False
2020,m,42,married,0,45317,1.2,251.17,0.1,276.29,0.42,True
2020,m,22,single,3,44971,3.5,346.76,0.1,381.44,0.299,True
2020,f,70,married,2,36153,1.5,262.29,0,262.29,0.673,True
2020,f,27,single,1,55883,3.0,325.0,0.2,390.0,0.326,False
2020,f,47,single,6,34459,2.7,311.9,-0.1,280.71,0.56,False
2020,m,54,married,4,46913,2.7,311.9,0,311.9,0.608,False
2020,f,65,married,4,49929,2.0,282.14,0,282.14,0.563,True
2020,m,49,single,6,73480,3.7,355.32,0,355.32,0.634,True
2020,f,24,single,0,59476,2.0,282.14,-0.1,253.93,0.437,False
2020,f,18,single,0,62817,2.5,303.24,0,303.24,0.648,True
2020,m,48,single,2,68911,3.2,333.74,0,333.74,0.431,False
2020,f,59,married,1,68191,2.2,290.46,0.1,319.51,0.59,True
2020,f,38,single,4,47482,3.0,325.0,-0.1,292.5,0.557,True
2020,m,57,married,-1,38466,1.2,251.17,0.1,276.29,0.635,False
2020,m,65,married,6,52706,3.0,325.0,0.1,357.5,0.625,False
2020,m,46,married,2,57308,2.7,311.9,-0.1,280.71,0.589,False
2020,f,68,married,1,63243,2.0,282.14,0.2,338.57,0.597,True
2020,m,51,married,2,49269,2.2,290.46,0.1,319.51,0.525,True
2020,m,23,single,0,65200,2.5,303.24,0.1,333.56,0.329,False
2020,f,55,married,1,56850,2.2,290.46,0.1,319.51,0.615,True
2020,f,60,married,4,34739,2.0,282.14,0,282.14,0.713,True
2020,m,22,single,1,65981,3.5,346.76,0.1,381.44,0.289,False
2020,f,62,married,3,49494,2.0,282.14,0,282.14,0.66,False
2020,f,48,married,1,61396,2.2,290.46,0.1,319.51,0.541,True
2020,f,62,married,5,52976,2.5,303.24,0.1,333.56,0.769,False
2020,f,18,single,1,39802,3.0,325.0,-0.1,292.5,0.493,True
2020,f,36,single,3,72855,3.5,346.76,-0.1,312.08,0.598,True
2020,m,58,married,2,71786,2.7,311.9,-0.1,280.71,0.689,False
2020,m,58,married,2,52964,2.7,311.9,-0.1,280.71,0.569,False
2020,f,20,single,2,50680,3.0,325.0,0.2,390.0,0.355,False
2020,f,38,single,3,59754,3.5,346.76,-0.1,312.08,0.41,True
2020,f,51,married,2,60936,2.2,290.46,0.1,319.51,0.678,True
2020,f,69,married,5,41866,2.0,282.14,0,282.14,0.709,True
2020,f,22,single,6,50856,3.5,346.76,-0.1,312.08,0.515,True
2020,f,69,married,4,60384,2.5,303.24,0.1,333.56,0.547,True
2020,f,52,married,0,67222,1.2,251.17,0,251.17,0.725,False
2020,f,55,married,1,47631,1.7,270.05,0.1,297.06,0.65,False
2020,m,48,married,4,46463,2.7,311.9,0,311.9,0.6,True
2020,m,59,married,4,35403,2.7,311.9,0,311.9,0.474,False
2020,f,59,married,6,73610,2.7,311.9,-0.1,280.71,0.755,False
2020,f,49,married,3,67363,2.7,311.9,-0.1,280.71,0.598,False
2020,f,47,married,5,50171,2.7,311.9,-0.1,280.71,0.457,False
2020,f,55,single,4,63545,3.2,333.74,0,333.74,0.57,True
2020,m,49,single,4,51973,3.7,355.32,0,355.32,0.478,False
2020,f,31,single,6,48988,3.0,325.0,-0.1,292.5,0.486,False
2020,m,61,married,5,46667,2.5,303.24,-0.1,272.92,0.65,False
2020,m,43,married,7,50159,3.2,333.74,-0.1,300.37,0.669,True
2020,f,23,single,1,44518,2.5,303.24,0.1,333.56,0.442,False
2020,m,21,single,3,60184,4.0,367.86,-0.1,331.07,0.469,False
2020,m,22,single,0,50561,2.5,303.24,0.1,333.56,0.409,False
2020,m,39,single,3,41932,3.5,346.76,0.1,381.44,0.376,False
2020,f,27,single,-1,50525,2.0,282.14,-0.1,253.93,0.366,True
2020,m,60,single,4,61938,3.5,346.76,0,346.76,0.567,True
2020,f,19,single,6,60320,4.0,367.86,0.1,404.65,0.426,True
2020,m,65,married,1,58027,2.5,303.24,0.1,333.56,0.588,False
2020,m,46,single,3,53999,3.7,355.32,0,355.32,0.441,True
2020,f,47,single,10,62045,3.2,333.74,0,333.74,0.677,False
2020,f,45,single,-2,56340,1.7,270.05,-0.1,243.05,0.331,False
2020,m,23,single,3,59170,4.0,367.86,-0.1,331.07,0.335,False
2020,f,42,single,0,52902,1.7,270.05,-0.1,243.05,0.528,True
2020,f,24,single,5,64604,3.5,346.76,-0.1,312.08,0.574,False
2020,m,45,single,3,64015,3.7,355.32,0,355.32,0.469,False
2020,f,43,single,4,60934,3.2,333.74,0,333.74,0.552,True
2020,f,41,single,2,44542,2.2,290.46,0,290.46,0.609,False
2020,m,23,single,5,64343,4.0,367.86,-0.1,331.07,0.448,True
2020,m,53,married,5,51543,3.2,333.74,-0.1,300.37,0.597,True
2020,m,44,single,1,40644,2.7,311.9,-0.1,280.71,0.478,True
2020,m,36,single,1,65546,3.5,346.76,0.1,381.44,0.383,False
2020,m,27,single,3,59724,4.0,367.86,-0.1,331.07,0.464,False
2020,f,25,single,-1,46854,1.5,262.29,0.2,314.75,0.325,False
2020,m,56,single,3,48074,3.2,333.74,0,333.74,0.453,True
2020,m,35,single,2,63494,3.5,346.76,0.1,381.44,0.533,False
2020,m,29,single,1,50904,3.5,346.76,0.1,381.44,0.256,True
2020,m,65,married,6,58170,3.0,325.0,0.1,357.5,0.555,False
2020,m,42,single,1,63088,3.2,333.74,0,333.74,0.542,False
2020,f,67,single,-1,43217,1.0,244.13,0,244.13,0.498,False
2020,m,66,married,2,47922,2.0,282.14,0,282.14,0.616,True
2020,f,49,single,1,58578,2.7,311.9,-0.1,280.71,0.529,True
2020,m,40,single,2,69737,3.2,333.74,0,333.74,0.518,False
2020,f,51,single,4,57823,3.2,333.74,0,333.74,0.558,True
2020,m,18,single,6,49248,4.0,367.86,0.1,404.65,0.457,False
2020,f,38,married,0,55174,1.5,262.29,0,262.29,0.723,True
2020,f,52,single,-1,54969,1.7,270.05,-0.1,243.05,0.538,False
2020,f,22,single,2,44307,2.5,303.24,0.1,333.56,0.509,True
2020,f,22,single,0,49019,1.5,262.29,0.2,314.75,0.511,False
2020,f,36,married,4,56158,3.0,325.0,0.2,390.0,0.334,False
2020,f,23,single,4,61602,3.5,346.76,-0.1,312.08,0.584,True
2020,f,51,married,5,42972,2.2,290.46,0.1,319.51,0.556,False
2020,m,39,single,5,61539,4.0,367.86,-0.1,331.07,0.376,True
2020,m,67,married,2,36699,2.0,282.14,0,282.14,0.493,True
2020,m,33,married,2,61169,3.0,325.0,0,325.0,0.497,False
2020,m,29,single,1,46959,3.0,325.0,-0.1,292.5,0.344,True
2020,f,61,single,0,49401,1.0,244.13,0,244.13,0.615,True
2020,f,58,married,0,59157,1.2,251.17,0,251.17,0.621,False
2020,f,68,married,5,59113,2.5,303.24,0.1,333.56,0.724,False
2020,f,47,single,6,61605,3.2,333.74,0,333.74,0.523,False
2020,m,59,single,4,44098,3.2,333.74,0,333.74,0.442,False
2020,f,47,single,6,50352,3.2,333.74,0,333.74,0.541,True
2020,m,46,single,1,52190,3.2,333.74,0,333.74,0.352,False
2020,f,50,married,3,56772,2.7,311.9,-0.1,280.71,0.525,True
2020,f,63,married,2,52755,2.0,282.14,0.2,338.57,0.496,True
2020,f,46,single,1,48946,2.2,290.46,0,290.46,0.573,True
2020,f,42,single,1,66471,2.7,311.9,-0.1,280.71,0.63,False
2020,f,22,single,1,51479,3.0,325.0,0.2,390.0,0.435,False
2020,f,64,single,5,51987,3.0,325.0,0.1,357.5,0.512,False
2020,m,39,married,0,35907,1.5,262.29,0.1,288.52,0.517,True
2020,f,26,single,4,51731,3.5,346.76,-0.1,312.08,0.478,False
2020,f,59,single,4,41265,2.7,311.9,-0.1,280.71,0.638,True
2020,m,59,married,2,54898,2.7,311.9,-0.1,280.71,0.574,True
2020,f,29,single,1,69293,3.0,325.0,0.2,390.0,0.395,True
2020,m,32,single,3,61925,4.0,367.86,-0.1,331.07,0.374,True
2020,m,50,single,5,37153,3.2,333.74,0,333.74,0.367,False
2020,m,60,married,3,49727,2.5,303.24,-0.1,272.92,0.551,False
2020,f,27,single,4,40022,3.0,325.0,-0.1,292.5,0.532,True
2020,m,64,married,0,62980,1.5,262.29,-0.1,236.06,0.638,True
2020,m,46,single,3,37500,3.2,333.74,0,333.74,0.539,False
2020,m,52,married,6,51243,3.2,333.74,-0.1,300.37,0.596,False
2020,m,41,single,1,50385,3.2,333.74,0,333.74,0.462,True
2020,f,67,married,-3,50530,1.0,244.13,0,244.13,0.553,True
2020,m,34,married,1,56172,3.0,325.0,0,325.0,0.587,True
2020,m,63,single,3,48408,3.0,325.0,0.1,357.5,0.489,False
2020,m,35,single,-1,53420,2.5,303.24,0.1,333.56,0.57,True
2020,m,32,single,6,39689,3.5,346.76,0.1,381.44,0.539,True
2020,f,21,single,1,62031,3.0,325.0,0.2,390.0,0.522,False
2020,m,41,married,2,59149,2.7,311.9,-0.1,280.71,0.701,True
2020,f,68,married,7,60323,2.5,303.24,0.1,333.56,0.711,True
2020,f,62,single,3,43764,2.5,303.24,-0.1,272.92,0.58,False
2020,m,19,single,4,44139,4.0,367.86,0.1,404.65,0.275,True
2020,f,25,single,3,60082,3.5,346.76,-0.1,312.08,0.448,True
2020,m,44,single,2,52488,3.2,333.74,0,333.74,0.468,False
2020,f,56,married,1,45354,1.7,270.05,0.1,297.06,0.511,True
2020,m,36,single,1,50101,3.5,346.76,0.1,381.44,0.458,True
2020,f,29,single,7,68891,3.5,346.76,-0.1,312.08,0.584,False
2020,m,51,single,3,43406,3.2,333.74,0,333.74,0.387,True
2020,m,42,single,4,57672,3.7,355.32,0,355.32,0.335,True
2020,f,34,single,2,57925,3.0,325.0,0.2,390.0,0.505,False
2020,m,64,married,5,63006,3.0,325.0,0.1,357.5,0.674,True
2020,f,26,married,-1,49775,1.0,244.13,0,244.13,0.485,True
2020,f,62,married,3,59903,2.5,303.24,0.1,333.56,0.543,False
2020,f,20,single,4,56813,3.5,346.76,-0.1,312.08,0.535,True
2020,m,38,single,-3,52098,2.5,303.24,0.1,333.56,0.42,True
2020,f,34,married,2,48453,2.0,282.14,-0.1,253.93,0.608,True
2020,f,35,married,0,70478,1.5,262.29,0,262.29,0.539,True
2020,f,42,single,4,69155,3.2,333.74,0,333.74,0.567,False
2020,f,69,married,4,39709,2.0,282.14,0,282.14,0.623,True
2020,m,45,single,4,43717,3.2,333.74,0,333.74,0.527,True
2020,f,24,single,2,47750,2.5,303.24,0.1,333.56,0.473,True
2020,f,28,single,2,57363,3.0,325.0,0.2,390.0,0.455,True
2020,f,57,single,2,82644,2.7,311.9,-0.1,280.71,0.567,False
2020,m,60,married,0,68606,1.5,262.29,-0.1,236.06,0.612,True
2020,m,19,single,0,44092,2.5,303.24,-0.1,272.92,0.369,True
2020,m,22,single,1,47501,3.0,325.0,-0.1,292.5,0.322,True
2020,m,56,married,1,57980,2.7,311.9,-0.1,280.71,0.582,True
2020,f,66,married,4,62279,2.5,303.24,0.1,333.56,0.703,True
2020,f,59,married,3,54437,2.7,311.9,-0.1,280.71,0.542,False
2020,m,49,single,3,52412,3.7,355.32,0,355.32,0.322,False
2020,f,63,married,4,54813,2.5,303.24,0.1,333.56,0.587,False
2020,f,30,single,4,46242,3.0,325.0,-0.1,292.5,0.457,True
2020,f,23,single,8,49057,3.0,325.0,-0.1,292.5,0.517,True
2020,f,63,married,-2,49483,0.5,227.95,-0.1,205.16,0.662,False
2020,m,63,married,2,49115,2.0,282.14,0,282.14,0.563,True
2020,f,50,married,6,53347,2.7,311.9,-0.1,280.71,0.636,False
2020,m,68,married,1,64995,2.5,303.24,0.1,333.56,0.528,True
2020,f,69,single,5,70118,3.0,325.0,0.1,357.5,0.611,False
2020,m,37,single,2,43832,3.0,325.0,-0.1,292.5,0.501,True
2020,f,67,married,2,52653,2.0,282.14,0.2,338.57,0.687,True
2020,f,59,married,0,57571,1.2,251.17,0,251.17,0.588,False
2020,m,67,married,0,46045,1.0,244.13,0,244.13,0.653,True
2020,f,50,single,3,56757,3.2,333.74,0,333.74,0.445,False
2020,m,37,married,1,69110,3.0,325.0,0,325.0,0.443,False
2020,f,51,single,3,48743,2.7,311.9,-0.1,280.71,0.503,False
2020,f,26,single,2,52083,3.0,325.0,0.2,390.0,0.461,False
2020,m,55,single,4,67086,3.7,355.32,0,355.32,0.568,False
2020,f,54,married,3,51892,2.7,311.9,-0.1,280.71,0.561,True
2020,f,59,married,0,48924,0.7,234.17,-0.1,210.75,0.607,False
2020,f,58,married,1,48401,1.7,270.05,0.1,297.06,0.602,True
2020,m,69,married,1,61117,2.5,303.24,0.1,333.56,0.566,True
2020,m,28,single,1,55667,3.5,346.76,0.1,381.44,0.439,False
2020,m,38,single,0,81971,2.5,303.24,0.1,333.56,0.566,True
2020,f,26,single,2,54555,3.0,325.0,0.2,390.0,0.346,False
2020,m,47,married,1,56716,2.7,311.9,-0.1,280.71,0.505,True
2020,m,36,single,4,47158,3.5,346.76,0.1,381.44,0.44,True
2020,m,70,married,1,50939,2.5,303.24,0.1,333.56,0.645,False
2020,m,49,single,-2,59255,2.2,290.46,-0.1,261.41,0.505,False
2020,f,19,single,1,61872,3.5,346.76,0,346.76,0.428,False
2020,m,55,married,5,58649,3.2,333.74,-0.1,300.37,0.57,True
2020,f,36,single,4,46300,3.0,325.0,-0.1,292.5,0.417,True
2020,f,64,married,2,56738,2.0,282.14,0.2,338.57,0.559,False
2020,m,54,married,1,61274,2.7,311.9,-0.1,280.71,0.64,True
2020,f,50,married,-1,49243,0.7,234.17,-0.1,210.75,0.712,False
2020,m,26,single,0,66007,2.5,303.24,0.1,333.56,0.478,False
2020,f,53,single,3,48340,2.7,311.9,-0.1,280.71,0.477,False
2020,f,50,married,6,58828,2.7,311.9,-0.1,280.71,0.583,False
2020,f,51,married,1,47546,1.7,270.05,0.1,297.06,0.545,False
2020,f,57,married,0,63626,1.2,251.17,0,251.17,0.548,False
2020,f,55,married,4,44133,2.2,290.46,0.1,319.51,0.612,True
2020,f,48,single,0,66017,1.7,270.05,-0.1,243.05,0.459,False
2020,f,55,married,6,42953,2.2,290.46,0.1,319.51,0.701,True
2020,m,56,married,6,51410,3.2,333.74,-0.1,300.37,0.49,True
2020,m,64,married,0,56494,1.5,262.29,-0.1,236.06,0.7,True
2020,f,27,single,3,68022,3.5,346.76,-0.1,312.08,0.469,True
2020,m,30,married,2,60278,3.0,325.0,0,325.0,0.559,True
2020,m,44,single,1,47720,2.7,311.9,-0.1,280.71,0.484,False
2020,m,63,married,3,63550,3.0,325.0,0.1,357.5,0.631,True
2020,f,51,married,5,52017,2.7,311.9,-0.1,280.71,0.687,False
2020,f,52,married,3,39176,2.2,290.46,0.1,319.51,0.667,True
2020,f,57,married,4,52858,2.7,311.9,-0.1,280.71,0.666,True
2020,f,32,single,6,53090,3.5,346.76,-0.1,312.08,0.493,True
2020,m,62,married,2,63453,2.5,303.24,0.1,333.56,0.607,True
2020,f,36,married,2,46248,2.0,282.14,-0.1,253.93,0.559,False
2020,f,70,married,3,49431,2.0,282.14,0,282.14,0.467,True
2020,m,36,single,6,65816,4.0,367.86,-0.1,331.07,0.515,False
2020,f,65,married,3,66878,2.5,303.24,0.1,333.56,0.696,True
2020,f,26,single,2,47616,2.5,303.24,0.1,333.56,0.479,True
2020,m,60,single,3,62196,3.5,346.76,0,346.76,0.469,True
2020,m,44,single,0,57609,2.2,290.46,-0.1,261.41,0.623,False
2020,m,18,single,4,54189,4.5,387.71,-0.1,348.94,0.194,False
2020,f,48,single,3,46776,2.7,311.9,-0.1,280.71,0.469,True
2020,f,59,married,3,40565,2.2,290.46,0.1,319.51,0.575,False
2020,m,52,single,3,52773,3.7,355.32,0,355.32,0.534,True
2020,m,44,single,5,75058,3.7,355.32,0,355.32,0.607,True
2020,f,68,married,7,45076,2.0,282.14,0,282.14,0.682,True
2020,f,20,married,2,53027,2.5,303.24,0.1,333.56,0.49,True
2020,f,36,single,1,45544,2.5,303.24,0.1,333.56,0.487,False
2020,m,50,married,3,59577,3.2,333.74,-0.1,300.37,0.699,True
2020,m,64,married,2,61413,2.5,303.24,0.1,333.56,0.657,False
2020,f,68,married,2,49174,1.5,262.29,0,262.29,0.596,True
2020,f,70,married,2,63932,2.0,282.14,0.2,338.57,0.757,True
2020,m,29,single,-2,58309,2.5,303.24,0.1,333.56,0.403,False
2020,m,34,single,1,57589,3.5,346.76,0.1,381.44,0.434,False
