year,sex,age,marital_status,accidents,income,score,premium,treatment,adjusted_premium,retention_prob,retained
2020,m,61,married,0,74032,0.5,227.95,-0.1,205.16,0.893,True
2020,m,23,single,2,15778,3.0,325.0,-0.1,292.5,0.786,False
2020,m,65,married,2,83519,1.5,262.29,-0.1,236.06,0.893,True
2020,m,52,married,0,82420,0.7,234.17,0,234.17,0.858,True
2020,m,40,married,0,23473,1.2,251.17,0.1,276.29,0.722,False
2020,f,57,single,3,41029,2.7,311.9,0,311.9,0.876,False
2020,m,29,single,0,63964,1.5,262.29,0.1,288.52,0.544,False
2020,m,35,single,2,60140,2.5,303.24,0,303.24,0.821,True
2020,f,40,single,2,39831,2.2,290.46,0.1,319.51,0.646,True
2020,m,43,single,3,46585,3.2,333.74,0.1,367.11,0.7,False
2020,f,19,single,4,33405,3.5,346.76,0.1,381.44,0.603,True
2020,f,40,single,0,89457,0.7,234.17,-0.1,210.75,0.885,True
2020,f,18,single,2,97900,2.5,303.24,0,303.24,0.824,True
2020,m,60,single,1,96951,2.0,282.14,-0.1,253.93,0.884,True
2020,f,38,single,0,26683,1.5,262.29,-0.1,236.06,0.862,True
2020,f,61,married,0,84593,0,213.85,0.1,235.24,0.784,True
2020,m,45,single,1,52237,2.2,290.46,0,290.46,0.846,True
2020,f,61,married,0,32241,0.5,227.95,-0.1,205.16,0.891,True
2020,m,70,single,0,50687,1.0,244.13,0,244.13,0.857,True
2020,m,19,single,4,90120,3.5,346.76,-0.1,312.08,0.851,True
2020,f,49,married,0,10726,0.7,234.17,0,234.17,0.83,False
2020,m,67,married,0,77889,0.5,227.95,-0.1,205.16,0.886,False
2020,m,47,married,0,79616,0.7,234.17,0.1,257.59,0.757,False
2020,f,57,single,3,65933,2.2,290.46,0.2,348.55,0.684,True
2020,f,66,married,1,78327,1.0,244.13,0.2,292.96,0.597,False
2020,f,46,married,0,45614,0.7,234.17,0.1,257.59,0.729,True
2020,m,32,single,0,38043,2.0,282.14,0,282.14,0.807,True
2020,f,39,single,0,37110,1.5,262.29,-0.1,236.06,0.874,True
2020,m,66,married,0,56105,0.5,227.95,-0.1,205.16,0.887,True
2020,f,44,single,2,89069,1.7,270.05,0,270.05,0.849,True
2020,f,39,single,2,31632,2.5,303.24,0.1,333.56,0.634,False
2020,m,57,married,3,87580,2.2,290.46,-0.1,261.41,0.895,True
2020,m,21,single,0,69598,1.5,262.29,0.1,288.52,0.553,True
2020,f,35,single,2,43065,2.5,303.24,0.1,333.56,0.663,False
2020,m,40,married,0,95426,0.7,234.17,0,234.17,0.849,True
2020,m,33,single,0,29973,2.0,282.14,0,282.14,0.753,True
2020,m,47,single,2,31992,2.7,311.9,0,311.9,0.837,True
2020,m,67,married,4,24168,2.5,303.24,-0.1,272.92,0.894,False
2020,f,43,single,0,87607,0.7,234.17,-0.1,210.75,0.887,True
2020,m,24,single,0,99687,1.5,262.29,0.2,314.75,0.236,False
2020,m,40,single,1,19038,2.7,311.9,0.1,343.09,0.46,True
2020,f,70,married,0,57472,0,213.85,0,213.85,0.863,True
2020,f,29,single,4,45400,3.0,325.0,0.2,390.0,0.357,False
2020,f,38,single,2,21359,2.5,303.24,0.1,333.56,0.619,False
2020,f,39,married,3,33834,2.5,303.24,0.2,363.89,0.635,True
2020,f,39,single,1,46211,2.5,303.24,0.1,333.56,0.559,True
2020,m,64,married,1,41499,2.0,282.14,0.2,338.57,0.508,False
2020,f,46,single,0,39045,1.2,251.17,0,251.17,0.824,True
2020,f,48,single,0,82140,0.7,234.17,-0.1,210.75,0.89,True
2020,f,35,single,0,35242,1.5,262.29,-0.1,236.06,0.864,False
2020,m,30,single,0,87278,1.5,262.29,0.2,314.75,0.424,False
2020,f,24,single,0,57301,1.0,244.13,-0.1,219.72,0.872,True
2020,f,20,single,1,26551,2.5,303.24,0.1,333.56,0.599,False
2020,f,24,single,1,71524,2.0,282.14,0.2,338.57,0.276,False
2020,f,48,married,0,74454,0.2,219.24,-0.1,197.32,0.893,True
2020,m,27,single,1,49824,3.0,325.0,0.1,357.5,0.597,True
2020,f,56,married,1,78494,1.2,251.17,0.2,301.4,0.645,True
2020,f,37,single,5,50026,2.5,303.24,0,303.24,0.839,False
2020,m,66,married,0,96563,0.5,227.95,-0.1,205.16,0.891,True
2020,m,53,married,0,69048,0.7,234.17,0.1,257.59,0.729,True
2020,f,63,married,3,19329,2.0,282.14,0,282.14,0.838,False
2020,m,45,married,0,29528,1.2,251.17,0.1,276.29,0.777,True
2020,m,68,married,2,84607,1.5,262.29,-0.1,236.06,0.889,False
2020,f,25,single,0,62757,1.0,244.13,-0.1,219.72,0.883,True
2020,m,56,married,0,52247,0.7,234.17,0.1,257.59,0.729,True
2020,m,23,single,1,85392,2.5,303.24,-0.1,272.92,0.878,True
2020,m,66,married,0,95394,0.5,227.95,-0.1,205.16,0.892,True
2020,f,29,single,0,74451,1.0,244.13,-0.1,219.72,0.883,True
2020,f,60,married,0,63955,0,213.85,0,213.85,0.87,True
2020,f,60,single,2,82102,1.5,262.29,-0.1,236.06,0.887,True
2020,f,50,single,0,81118,0.7,234.17,-0.1,210.75,0.89,True
2020,m,30,single,1,75338,2.5,303.24,0,303.24,0.743,True
2020,m,36,single,1,25915,3.0,325.0,0.1,357.5,0.469,True
2020,m,63,married,1,82384,1.5,262.29,-0.1,236.06,0.89,True
2020,m,47,single,1,30181,2.7,311.9,0,311.9,0.823,True
2020,f,50,single,0,73242,0.7,234.17,0.2,281.0,0.49,True
2020,m,22,single,2,64387,2.5,303.24,0,303.24,0.802,True
2020,f,70,married,2,86931,1.0,244.13,0.2,292.96,0.724,True
2020,f,53,single,0,52176,0.7,234.17,0.2,281.0,0.426,False
2020,m,54,married,3,63841,2.2,290.46,-0.1,261.41,0.89,False
2020,f,42,single,2,95461,1.7,270.05,0,270.05,0.87,False
2020,f,20,single,4,53515,2.5,303.24,0,303.24,0.855,True
2020,f,18,single,0,95823,1.5,262.29,0,262.29,0.746,True
2020,f,39,single,0,20527,1.5,262.29,-0.1,236.06,0.879,True
2020,f,38,single,3,73956,2.5,303.24,0,303.24,0.814,False
2020,m,57,married,1,47667,2.2,290.46,0,290.46,0.866,True
2020,m,66,married,3,68153,2.0,282.14,0,282.14,0.874,True
2020,m,20,single,0,56984,1.5,262.29,0.1,288.52,0.488,False
2020,m,28,single,1,60140,2.5,303.24,0,303.24,0.796,True
2020,m,49,single,0,70443,1.2,251.17,0.1,276.29,0.582,False
2020,f,36,single,0,67898,1.0,244.13,-0.1,219.72,0.879,False
2020,f,58,single,1,69878,1.7,270.05,0.1,297.06,0.756,True
2020,m,42,single,1,48696,2.7,311.9,0,311.9,0.834,True
2020,f,35,married,3,16428,2.5,303.24,0.2,363.89,0.455,False
2020,m,56,single,0,34920,1.7,270.05,0.1,297.06,0.506,False
2020,m,58,married,1,15167,2.2,290.46,-0.1,261.41,0.862,True
2020,m,23,single,0,64460,1.5,262.29,0.1,288.52,0.584,True
2020,m,68,married,4,79579,2.0,282.14,0,282.14,0.868,True
2020,f,69,married,3,25095,2.0,282.14,0.2,338.57,0.696,False
2020,m,66,single,3,98395,2.5,303.24,0.2,363.89,0.707,True
2020,f,18,single,0,58311,1.5,262.29,0.1,288.52,0.537,False
2020,f,24,single,0,91205,1.0,244.13,0.1,268.54,0.679,True
2020,f,62,married,0,28320,0.5,227.95,-0.1,205.16,0.891,True
2020,m,37,single,0,40775,2.0,282.14,0,282.14,0.765,True
2020,f,55,single,0,64379,0.7,234.17,0.2,281.0,0.46,False
2020,f,57,married,4,14288,2.2,290.46,0.1,319.51,0.742,True
2020,f,24,single,0,94518,1.0,244.13,0.1,268.54,0.702,True
2020,f,35,single,0,69600,1.0,244.13,-0.1,219.72,0.88,True
2020,m,21,single,0,26505,2.0,282.14,0,282.14,0.739,False
2020,m,22,single,1,86858,2.5,303.24,-0.1,272.92,0.87,True
2020,m,68,single,0,28964,1.5,262.29,0,262.29,0.854,True
2020,m,25,single,0,11947,2.0,282.14,0.1,310.35,0.334,True
2020,m,34,married,2,78955,2.0,282.14,-0.1,253.93,0.874,True
2020,f,46,single,1,24293,2.2,290.46,0.1,319.51,0.686,True
2020,f,47,single,0,72781,0.7,234.17,0.2,281.0,0.501,False
2020,f,61,married,2,68138,1.0,244.13,0.2,292.96,0.676,True
2020,m,26,single,1,81874,2.5,303.24,-0.1,272.92,0.873,True
2020,f,56,married,0,89354,0.2,219.24,0,219.24,0.86,True
2020,m,45,single,0,54424,1.2,251.17,0.1,276.29,0.706,False
2020,f,44,single,0,50963,0.7,234.17,0.2,281.0,0.45,True
2020,f,22,single,0,66606,1.0,244.13,-0.1,219.72,0.864,True
2020,f,69,married,0,83608,0,213.85,0.1,235.24,0.79,True
2020,f,64,married,0,50953,0,213.85,0,213.85,0.87,True
2020,m,27,single,0,24184,2.0,282.14,0,282.14,0.719,True
2020,f,54,married,0,83526,0.2,219.24,0,219.24,0.881,False
2020,m,56,single,2,45054,2.7,311.9,0,311.9,0.831,True
2020,f,40,married,3,84228,1.7,270.05,0.2,324.06,0.734,True
2020,m,23,single,0,65028,1.5,262.29,0.1,288.52,0.476,True
2020,f,67,single,1,16895,2.0,282.14,0,282.14,0.799,True
2020,m,61,married,0,65576,0.5,227.95,-0.1,205.16,0.886,True
2020,m,40,single,0,98930,1.2,251.17,0.1,276.29,0.706,True
2020,f,20,single,4,17180,3.0,325.0,-0.1,292.5,0.858,True
2020,f,36,single,0,66446,1.0,244.13,-0.1,219.72,0.888,True
2020,f,52,single,1,97562,1.7,270.05,0,270.05,0.861,False
2020,m,45,married,3,51033,2.2,290.46,-0.1,261.41,0.891,True
2020,f,63,married,0,63088,0,213.85,0,213.85,0.88,True
2020,f,62,single,0,23875,1.0,244.13,0,244.13,0.848,True
2020,f,51,married,3,54500,1.7,270.05,0,270.05,0.878,True
2020,m,51,married,3,55793,2.2,290.46,-0.1,261.41,0.893,True
2020,m,33,married,0,32740,1.5,262.29,0,262.29,0.807,True
2020,f,47,single,2,68838,1.7,270.05,0.1,297.06,0.678,False
2020,f,58,married,0,71462,0.2,219.24,-0.1,197.32,0.89,True
2020,m,40,single,0,69233,1.2,251.17,0.1,276.29,0.683,True
2020,f,36,married,3,21835,2.5,303.24,0.2,363.89,0.506,True
2020,m,46,single,1,34672,2.7,311.9,0,311.9,0.794,True
2020,f,50,married,0,23566,0.7,234.17,0.1,257.59,0.793,False
2020,m,50,single,0,67377,1.2,251.17,0.1,276.29,0.56,False
2020,m,41,single,0,63578,1.2,251.17,0.1,276.29,0.68,True
2020,f,22,single,1,60667,2.0,282.14,0.2,338.57,0.235,False
2020,m,39,married,1,55851,2.0,282.14,-0.1,253.93,0.876,True
2020,m,56,single,0,83259,1.2,251.17,0.1,276.29,0.758,True
2020,f,70,married,2,99838,1.0,244.13,0.2,292.96,0.709,True
2020,f,19,single,0,38074,2.0,282.14,0.1,310.35,0.501,False
2020,f,30,single,0,20114,1.5,262.29,-0.1,236.06,0.866,True
2020,m,60,married,2,27176,2.0,282.14,0.2,338.57,0.625,True
2020,m,28,single,1,91885,2.5,303.24,-0.1,272.92,0.873,True
2020,f,41,single,0,68222,0.7,234.17,0.2,281.0,0.445,False
2020,f,32,single,0,71474,1.0,244.13,-0.1,219.72,0.88,True
2020,f,47,single,2,75916,1.7,270.05,0.1,297.06,0.729,True
2020,m,70,married,1,42768,2.0,282.14,0.2,338.57,0.608,True
2020,m,63,single,3,47363,3.0,325.0,-0.1,292.5,0.887,True
2020,f,46,single,0,67340,0.7,234.17,0.2,281.0,0.611,False
2020,f,19,single,0,59015,1.5,262.29,0.1,288.52,0.637,True
2020,m,41,married,0,22987,1.2,251.17,0.1,276.29,0.749,False
2020,m,20,single,2,28191,3.0,325.0,0.1,357.5,0.417,False
2020,f,46,single,3,12490,2.7,311.9,0.1,343.09,0.663,False
2020,f,25,single,0,25970,1.5,262.29,-0.1,236.06,0.875,True
2020,f,58,single,0,24530,1.2,251.17,0,251.17,0.846,True
2020,m,63,married,0,90584,0.5,227.95,-0.1,205.16,0.889,True
2020,f,29,single,0,57265,1.0,244.13,-0.1,219.72,0.883,True
2020,m,42,single,0,60709,1.2,251.17,0.1,276.29,0.694,False
2020,f,65,married,2,55193,1.0,244.13,0.2,292.96,0.66,True
2020,f,26,married,1,94252,1.5,262.29,0,262.29,0.873,True
2020,f,62,married,0,27675,0.5,227.95,-0.1,205.16,0.895,True
2020,f,30,married,0,15492,1.0,244.13,0.1,268.54,0.586,False
2020,f,70,married,0,94790,0,213.85,0.1,235.24,0.831,True
2020,f,35,married,0,62431,0.5,227.95,0.2,273.54,0.543,False
2020,f,39,single,0,75211,1.0,244.13,-0.1,219.72,0.867,True
2020,m,64,married,0,33652,1.0,244.13,0.1,268.54,0.789,True
2020,m,38,single,0,88986,1.5,262.29,0.2,314.75,0.303,False
2020,f,20,single,3,90589,2.5,303.24,0.2,363.89,0.455,False
2020,f,58,single,3,19835,2.7,311.9,0.1,343.09,0.628,True
2020,m,19,single,1,67432,3.0,325.0,-0.1,292.5,0.835,True
2020,m,67,married,0,84349,0.5,227.95,-0.1,205.16,0.893,True
2020,f,41,single,0,28047,1.2,251.17,0,251.17,0.838,True
2020,f,38,single,0,24869,1.5,262.29,-0.1,236.06,0.875,True
2020,m,34,single,2,38124,3.0,325.0,0.1,357.5,0.561,False
2020,f,62,single,0,26074,1.0,244.13,0,244.13,0.85,True
2020,f,23,single,4,51889,2.5,303.24,0,303.24,0.839,True
2020,m,53,married,3,30644,2.7,311.9,0,311.9,0.866,True
2020,m,68,married,2,13445,2.0,282.14,0.1,310.35,0.553,False
2020,f,47,single,1,90209,1.7,270.05,0,270.05,0.862,True
2020,f,51,married,0,85353,0.2,219.24,0,219.24,0.873,True
2020,f,59,married,0,77811,0.2,219.24,-0.1,197.32,0.889,True
2020,m,67,single,0,17263,1.5,262.29,-0.1,236.06,0.871,True
2020,f,28,single,3,39552,3.0,325.0,0.2,390.0,0.362,False
2020,m,34,single,4,45972,3.5,346.76,0,346.76,0.848,True
2020,m,50,single,1,86106,2.2,290.46,0,290.46,0.85,False
2020,f,54,married,3,20646,2.2,290.46,-0.1,261.41,0.895,False
2020,f,59,married,1,91016,1.2,251.17,-0.1,226.05,0.89,True
2020,f,48,married,2,63227,1.2,251.17,0.2,301.4,0.623,True
2020,m,62,married,0,73471,0.5,227.95,-0.1,205.16,0.887,True
2020,f,64,single,0,62260,0.5,227.95,0,227.95,0.86,True
2020,m,38,single,0,68929,1.5,262.29,0.1,288.52,0.563,True
2020,f,57,married,4,30932,2.2,290.46,-0.1,261.41,0.894,True
2020,f,30,single,0,77466,1.0,244.13,-0.1,219.72,0.858,True
2020,m,43,single,4,38199,3.2,333.74,0.1,367.11,0.746,True
2020,m,21,single,1,95755,2.5,303.24,-0.1,272.92,0.861,True
2020,m,45,married,0,57943,0.7,234.17,0.1,257.59,0.716,False
2020,f,20,single,1,35513,2.5,303.24,0.1,333.56,0.554,True
2020,f,66,married,2,91689,1.0,244.13,0.2,292.96,0.72,True
2020,m,26,single,0,54444,1.5,262.29,0.1,288.52,0.5,True
2020,f,50,married,0,53652,0.2,219.24,-0.1,197.32,0.891,True
2020,f,27,single,1,52987,2.0,282.14,0.2,338.57,0.45,True
2020,f,55,married,2,79774,1.2,251.17,0.2,301.4,0.599,True
2020,f,48,single,0,98317,0.7,234.17,-0.1,210.75,0.891,True
2020,m,56,married,4,85821,2.2,290.46,-0.1,261.41,0.894,True
2020,m,55,married,1,91230,1.7,270.05,0.2,324.06,0.639,True
2020,m,30,married,0,29848,1.5,262.29,0,262.29,0.832,True
2020,m,44,single,1,71814,2.2,290.46,0,290.46,0.848,True
2020,m,51,married,0,96799,0.7,234.17,0,234.17,0.846,True
2020,f,38,single,0,79878,1.0,244.13,-0.1,219.72,0.873,True
2020,f,57,married,4,46569,2.2,290.46,-0.1,261.41,0.894,True
2020,m,37,single,2,74094,2.5,303.24,0,303.24,0.773,False
2020,f,36,married,1,59767,1.5,262.29,0.2,314.75,0.567,False
2020,m,36,married,4,20358,3.0,325.0,0.1,357.5,0.773,True
2020,m,30,single,0,83664,1.5,262.29,0.2,314.75,0.264,False
2020,m,24,single,1,41779,3.0,325.0,0.1,357.5,0.642,True
2020,m,21,single,0,71918,1.5,262.29,0.1,288.52,0.563,True
2020,m,18,single,4,30701,4.0,367.86,0.2,441.43,0.223,False
2020,m,66,single,0,94659,1.0,244.13,0,244.13,0.815,True
2020,m,59,married,1,14888,2.2,290.46,-0.1,261.41,0.871,False
2020,m,20,single,0,74930,1.5,262.29,0.1,288.52,0.493,True
2020,f,20,married,1,24064,2.0,282.14,0.1,310.35,0.647,True
2020,f,26,single,0,35272,1.5,262.29,-0.1,236.06,0.888,True
2020,f,28,single,1,34405,2.5,303.24,0.1,333.56,0.681,True
2020,m,29,single,1,63148,2.5,303.24,0,303.24,0.787,False
2020,f,23,single,0,28430,1.5,262.29,-0.1,236.06,0.83,True
2020,f,33,single,0,53204,1.0,244.13,-0.1,219.72,0.879,True
2020,m,34,single,1,18142,3.0,325.0,-0.1,292.5,0.797,True
2020,f,62,married,3,48671,2.0,282.14,0.2,338.57,0.645,True
2020,m,32,single,0,69634,1.5,262.29,0.1,288.52,0.561,True
2020,f,66,married,1,38627,1.5,262.29,0,262.29,0.854,True
2020,m,51,married,2,20237,2.2,290.46,0,290.46,0.852,True
2020,m,54,married,0,78202,0.7,234.17,0.1,257.59,0.737,True
2020,m,63,married,0,76895,0.5,227.95,-0.1,205.16,0.889,True
2020,f,47,single,1,98181,1.7,270.05,0,270.05,0.861,True
2020,m,43,married,0,38560,1.2,251.17,0.1,276.29,0.705,True
2020,m,52,single,3,19046,3.2,333.74,0.2,400.49,0.29,True
2020,f,29,single,2,94656,2.0,282.14,-0.1,253.93,0.886,False
2020,f,42,single,1,96742,1.7,270.05,0,270.05,0.857,False
2020,m,59,single,0,80419,1.2,251.17,0.1,276.29,0.681,False
2020,m,66,married,0,98276,0.5,227.95,-0.1,205.16,0.893,True
2020,f,52,married,0,70375,0.2,219.24,-0.1,197.32,0.891,False
2020,m,20,single,0,12050,2.0,282.14,0.1,310.35,0.32,True
2020,m,24,single,0,98083,1.5,262.29,0.2,314.75,0.258,False
2020,f,46,married,0,17398,0.7,234.17,0,234.17,0.811,True
2020,f,32,single,2,51799,2.0,282.14,0.2,338.57,0.279,False
2020,m,37,single,4,78321,3.0,325.0,0,325.0,0.802,True
2020,f,21,single,1,32955,2.5,303.24,0.1,333.56,0.54,True
2020,f,59,married,2,51777,1.2,251.17,0.2,301.4,0.575,False
2020,f,27,single,0,80507,1.0,244.13,0.1,268.54,0.569,True
2020,m,69,married,0,64090,0.5,227.95,-0.1,205.16,0.891,False
2020,m,42,married,0,94765,0.7,234.17,0,234.17,0.871,True
2020,m,21,single,1,89026,2.5,303.24,-0.1,272.92,0.87,True
2020,m,30,single,1,98008,2.5,303.24,-0.1,272.92,0.861,False
2020,f,37,single,0,34906,1.5,262.29,-0.1,236.06,0.867,False
2020,m,65,single,0,41797,1.5,262.29,0,262.29,0.808,True
2020,m,53,married,0,71112,0.7,234.17,0.1,257.59,0.68,True
2020,f,37,single,1,75179,2.0,282.14,0.2,338.57,0.262,False
2020,f,31,single,0,83731,1.0,244.13,0.1,268.54,0.701,False
2020,m,19,single,3,85909,3.5,346.76,-0.1,312.08,0.871,True
2020,m,42,single,0,82173,1.2,251.17,0.1,276.29,0.659,True
2020,f,34,single,0,94108,1.0,244.13,0.1,268.54,0.679,False
2020,f,28,single,1,34123,2.5,303.24,0.1,333.56,0.561,False
2020,m,51,married,2,97584,1.7,270.05,0.2,324.06,0.59,True
2020,m,22,single,0,76287,1.5,262.29,0.1,288.52,0.518,True
2020,m,57,married,3,73334,2.2,290.46,-0.1,261.41,0.891,True
2020,f,18,married,2,80220,2.0,282.14,0.1,310.35,0.707,True
2020,f,69,single,0,22624,1.0,244.13,0,244.13,0.834,True
2020,f,70,married,2,20357,1.5,262.29,0,262.29,0.868,True
2020,f,47,single,5,39603,2.7,311.9,0,311.9,0.852,True
2020,m,23,single,0,72390,1.5,262.29,0.1,288.52,0.633,True
2020,m,62,married,0,66873,0.5,227.95,-0.1,205.16,0.888,False
2020,m,51,single,0,84289,1.2,251.17,0.1,276.29,0.665,True
2020,m,22,single,0,81176,1.5,262.29,0.2,314.75,0.248,False
2020,f,19,single,1,62205,2.5,303.24,-0.1,272.92,0.864,True
2020,m,54,single,0,80852,1.2,251.17,0.1,276.29,0.659,True
2020,m,50,single,0,22803,1.7,270.05,0.1,297.06,0.707,True
2020,m,39,single,1,88067,2.5,303.24,-0.1,272.92,0.858,True
2020,f,68,single,0,56636,0.5,227.95,0,227.95,0.868,True
2020,f,45,married,1,59816,1.2,251.17,0.2,301.4,0.688,False
2020,m,23,single,0,93086,1.5,262.29,0.2,314.75,0.315,True
2020,f,38,single,0,50405,1.0,244.13,-0.1,219.72,0.863,True
2020,m,29,single,1,77166,2.5,303.24,0,303.24,0.801,True
2020,m,23,single,0,88386,1.5,262.29,0.2,314.75,0.294,True
2020,f,42,single,2,83339,1.7,270.05,0,270.05,0.829,False
2020,m,54,married,1,32216,2.2,290.46,0,290.46,0.853,True
2020,m,28,single,0,73469,1.5,262.29,0.1,288.52,0.604,False
2020,f,34,single,2,74985,2.0,282.14,0.2,338.57,0.35,True
2020,f,18,single,0,91289,1.5,262.29,0,262.29,0.785,True
2020,f,46,married,2,95332,1.2,251.17,-0.1,226.05,0.895,True
2020,m,48,married,4,51830,2.2,290.46,-0.1,261.41,0.891,True
2020,f,54,single,0,46739,1.2,251.17,0,251.17,0.843,True
2020,m,55,single,0,82102,1.2,251.17,0.1,276.29,0.654,True
2020,f,63,married,2,19064,1.5,262.29,0.2,314.75,0.416,True
2020,f,60,married,0,59412,0,213.85,0,213.85,0.868,True
2020,f,55,married,1,64827,1.2,251.17,0.2,301.4,0.509,True
2020,m,24,single,1,56531,2.5,303.24,0,303.24,0.745,True
2020,m,54,single,1,62378,2.2,290.46,0,290.46,0.844,True
2020,m,18,single,0,77999,2.0,282.14,0,282.14,0.715,True
2020,f,47,single,1,75597,1.7,270.05,0.1,297.06,0.809,True
2020,f,44,single,0,28569,1.2,251.17,0,251.17,0.872,True
2020,f,47,single,1,55652,1.7,270.05,0.1,297.06,0.698,True
2020,f,22,single,2,25084,2.5,303.24,0.1,333.56,0.6,True
2020,f,59,married,2,41970,1.7,270.05,0,270.05,0.853,True
2020,f,32,single,1,34430,2.5,303.24,0.1,333.56,0.613,False
2020,f,43,married,1,35863,1.7,270.05,0,270.05,0.851,True
2020,m,31,single,2,18200,3.0,325.0,-0.1,292.5,0.819,True
2020,m,41,single,0,44387,1.7,270.05,0.1,297.06,0.596,False
2020,f,56,married,0,24972,0.7,234.17,0.1,257.59,0.732,True
2020,f,57,married,1,48986,1.7,270.05,0,270.05,0.874,True
2020,f,25,single,0,58929,1.0,244.13,-0.1,219.72,0.872,True
2020,f,44,single,1,65448,1.7,270.05,0.1,297.06,0.765,True
2020,m,53,married,0,34523,1.2,251.17,0.1,276.29,0.768,True
2020,f,57,married,0,11256,0.7,234.17,0,234.17,0.802,True
2020,f,44,single,0,68176,0.7,234.17,0.2,281.0,0.491,True
2020,m,54,married,2,48284,2.2,290.46,0,290.46,0.855,True
2020,f,54,single,2,82053,1.7,270.05,0,270.05,0.861,True
2020,m,35,single,2,58085,2.5,303.24,0,303.24,0.725,False
2020,f,52,married,0,95678,0.2,219.24,0,219.24,0.871,True
2020,f,20,single,0,21401,1.5,262.29,-0.1,236.06,0.817,True
2020,m,31,single,1,55957,2.5,303.24,0,303.24,0.817,False
2020,f,28,single,2,37124,2.5,303.24,0.1,333.56,0.656,True
2020,m,38,single,0,85069,1.5,262.29,0.2,314.75,0.226,False
2020,m,26,single,2,17770,3.0,325.0,-0.1,292.5,0.85,True
2020,m,33,single,0,42447,2.0,282.14,0,282.14,0.746,False
2020,f,49,married,1,92288,1.2,251.17,-0.1,226.05,0.891,True
2020,m,43,single,0,58374,1.2,251.17,0.1,276.29,0.696,True
2020,f,38,single,3,22208,3.0,325.0,0.2,390.0,0.453,False
2020,f,22,single,0,66314,1.0,244.13,-0.1,219.72,0.861,True
2020,f,35,single,0,81737,1.0,244.13,0.1,268.54,0.618,True
2020,f,61,married,0,92074,0,213.85,0.1,235.24,0.81,True
2020,f,19,single,3,67840,3.0,325.0,0.2,390.0,0.591,True
2020,m,59,married,3,45916,2.7,311.9,0,311.9,0.863,True
2020,f,34,married,1,95054,1.5,262.29,0,262.29,0.865,True
2020,m,45,single,2,10142,2.7,311.9,0.1,343.09,0.544,True
2020,m,26,single,1,68335,2.5,303.24,0,303.24,0.824,True
2020,f,62,married,0,60209,0,213.85,0,213.85,0.875,True
2020,m,24,single,3,27973,3.5,346.76,0,346.76,0.746,False
2020,m,22,single,0,95199,1.5,262.29,0.2,314.75,0.353,True
