year,sex,age,marital_status,accidents,income,score,premium,treatment,adjusted_premium,retention_prob,retained
2020,m,59,single,2,22224,2.7,311.9,0,311.9,0.525,False
2020,m,44,single,0,62565,1.2,251.17,0.1,276.29,0.435,False
2020,m,28,single,4,44760,3.5,346.76,0.2,416.11,0.474,False
2020,f,45,single,2,82845,1.7,270.05,0.2,324.06,0.461,True
2020,m,30,single,4,85914,3.0,325.0,-0.1,292.5,0.475,True
2020,f,21,single,0,79615,1.0,244.13,-0.1,219.72,0.305,False
2020,m,21,single,0,34356,2.0,282.14,-0.1,253.93,0.346,False
2020,m,61,single,0,84668,1.0,244.13,0,244.13,0.517,True
2020,m,57,married,1,84085,1.7,270.05,0.2,324.06,0.69,False
2020,f,34,single,2,41285,2.5,303.24,-0.1,272.92,0.439,True
2020,f,43,married,1,69929,1.2,251.17,0.1,276.29,0.658,True
2020,m,18,single,5,23104,4.0,367.86,-0.1,331.07,0.323,False
2020,m,50,married,3,19016,2.7,311.9,0,311.9,0.389,False
2020,f,36,single,2,49651,2.5,303.24,-0.1,272.92,0.453,False
2020,m,60,single,0,96951,1.0,244.13,0,244.13,0.586,True
2020,m,26,single,3,82512,3.0,325.0,-0.1,292.5,0.33,False
2020,m,35,single,0,54942,1.5,262.29,0,262.29,0.488,False
2020,f,50,married,3,16658,2.2,290.46,-0.1,261.41,0.637,True
2020,f,35,married,0,27146,1.0,244.13,0.1,268.54,0.467,False
2020,m,65,married,2,83519,1.5,262.29,0.1,288.52,0.719,False
2020,m,25,single,3,29536,3.5,346.76,0.2,416.11,0.297,False
2020,m,41,single,0,26704,1.7,270.05,-0.1,243.05,0.57,True
2020,f,41,single,2,15229,2.2,290.46,0.1,319.51,0.492,True
2020,m,61,married,0,83385,0.5,227.95,0,227.95,0.639,True
2020,f,57,single,3,41029,2.7,311.9,0,311.9,0.484,False
2020,m,44,married,2,53540,1.7,270.05,0,270.05,0.605,True
2020,f,69,married,2,42527,1.5,262.29,0.1,288.52,0.619,True
2020,m,68,married,0,15075,1.0,244.13,0.2,292.96,0.556,False
2020,m,30,single,0,50001,1.5,262.29,0,262.29,0.309,False
2020,m,32,married,0,53025,1.0,244.13,0.1,268.54,0.501,False
2020,m,67,married,1,62386,1.5,262.29,0.1,288.52,0.614,True
2020,m,25,single,0,86099,1.5,262.29,0,262.29,0.411,False
2020,f,20,single,0,51114,1.0,244.13,-0.1,219.72,0.576,True
2020,f,56,single,0,85574,0.7,234.17,0,234.17,0.62,False
2020,f,20,single,0,80575,1.0,244.13,-0.1,219.72,0.576,True
2020,m,41,single,3,53279,2.7,311.9,0.1,343.09,0.318,False
2020,m,64,single,1,97410,2.0,282.14,0.2,338.57,0.506,True
2020,f,43,single,1,35144,2.2,290.46,0.2,348.55,0.438,True
2020,f,61,married,0,84593,0,213.85,0.1,235.24,0.687,True
2020,f,53,single,0,37549,1.2,251.17,0.2,301.4,0.339,True
2020,f,47,single,1,77000,1.7,270.05,0.2,324.06,0.564,False
2020,m,60,married,1,92960,1.5,262.29,0.1,288.52,0.714,True
2020,f,23,single,2,98184,2.0,282.14,0.1,310.35,0.376,False
2020,m,69,married,0,42092,1.0,244.13,0.1,268.54,0.64,False
2020,f,57,single,0,64321,0.7,234.17,0,234.17,0.661,True
2020,f,49,married,0,10726,0.7,234.17,-0.1,210.75,0.517,True
2020,f,32,single,4,77889,2.5,303.24,0.2,363.89,0.577,True
2020,m,53,married,2,69829,1.7,270.05,0,270.05,0.572,True
2020,m,69,married,1,83259,1.5,262.29,0.1,288.52,0.577,False
2020,f,66,single,1,76162,1.5,262.29,0.2,314.75,0.617,False
2020,f,28,single,0,43972,1.5,262.29,0,262.29,0.46,True
2020,f,67,married,0,41358,0.5,227.95,0.2,273.54,0.556,True
2020,f,46,married,0,45614,0.7,234.17,0.2,281.0,0.646,True
2020,f,38,single,0,29769,1.5,262.29,0,262.29,0.411,False
2020,m,42,single,2,18418,2.7,311.9,0,311.9,0.39,False
2020,f,44,single,0,18161,1.2,251.17,0,251.17,0.489,False
2020,f,42,single,1,12560,2.2,290.46,0.1,319.51,0.324,False
2020,f,48,married,0,61116,0.2,219.24,0.1,241.16,0.648,False
2020,f,52,single,1,89069,1.7,270.05,0.2,324.06,0.583,True
2020,m,49,married,0,13804,1.2,251.17,0.2,301.4,0.453,False
2020,f,60,married,0,31632,0.5,227.95,0.2,273.54,0.601,False
2020,f,26,single,1,61645,2.0,282.14,-0.1,253.93,0.621,False
2020,m,59,married,3,33819,2.7,311.9,-0.1,280.71,0.371,True
2020,f,42,single,0,54236,0.7,234.17,0,234.17,0.414,False
2020,f,35,single,2,43065,2.5,303.24,-0.1,272.92,0.337,False
2020,m,48,married,1,55870,1.7,270.05,0,270.05,0.531,True
2020,m,59,married,4,15276,2.7,311.9,0,311.9,0.718,True
2020,m,33,single,0,29973,2.0,282.14,-0.1,253.93,0.393,True
2020,m,26,single,0,38569,2.0,282.14,-0.1,253.93,0.322,False
2020,f,62,married,0,89415,0,213.85,0.1,235.24,0.596,True
2020,m,67,married,4,24168,2.5,303.24,-0.1,272.92,0.6,True
2020,f,54,single,4,61990,2.2,290.46,0,290.46,0.646,False
2020,m,55,single,1,23356,2.7,311.9,0,311.9,0.388,False
2020,f,61,married,0,84177,0,213.85,0.1,235.24,0.706,True
2020,m,40,single,1,19038,2.7,311.9,0,311.9,0.306,False
2020,f,18,single,2,23833,3.0,325.0,0.2,390.0,0.338,False
2020,f,58,single,0,30052,1.2,251.17,0.2,301.4,0.446,False
2020,f,29,single,4,45400,3.0,325.0,0.2,390.0,0.505,True
2020,f,45,single,1,52245,1.7,270.05,0.2,324.06,0.534,True
2020,m,23,single,0,70910,1.5,262.29,0,262.29,0.423,True
2020,f,39,married,3,33834,2.5,303.24,0.2,363.89,0.405,True
2020,m,40,single,0,88139,1.2,251.17,0.1,276.29,0.551,True
2020,m,51,single,0,63271,1.2,251.17,0.1,276.29,0.478,False
2020,f,53,single,1,94659,1.7,270.05,0.2,324.06,0.493,False
2020,f,46,single,0,39045,1.2,251.17,0.2,301.4,0.5,True
2020,f,62,married,1,58368,1.0,244.13,0.2,292.96,0.609,True
2020,f,45,single,1,56112,1.7,270.05,0.2,324.06,0.424,True
2020,f,35,single,0,35242,1.5,262.29,0,262.29,0.523,False
2020,f,25,single,4,34267,3.0,325.0,0.2,390.0,0.488,False
2020,m,31,single,0,87278,1.5,262.29,0,262.29,0.432,True
2020,f,24,single,0,57301,1.0,244.13,-0.1,219.72,0.46,False
2020,m,37,married,1,45954,2.5,303.24,-0.1,272.92,0.439,False
2020,m,53,married,3,93606,2.2,290.46,0.2,348.55,0.604,False
2020,f,24,single,1,71524,2.0,282.14,-0.1,253.93,0.471,True
2020,f,46,married,4,43092,2.2,290.46,0.2,348.55,0.537,False
2020,m,70,married,0,85631,0.5,227.95,0,227.95,0.731,True
2020,m,27,single,1,49824,3.0,325.0,0,325.0,0.312,False
2020,m,33,single,2,89471,2.5,303.24,0.1,333.56,0.449,True
2020,m,67,married,0,68028,0.5,227.95,0,227.95,0.589,False
2020,f,55,single,0,91399,0.7,234.17,0,234.17,0.59,False
2020,m,57,single,0,37235,1.7,270.05,-0.1,243.05,0.412,False
2020,m,34,single,0,32782,2.0,282.14,-0.1,253.93,0.349,True
2020,m,28,married,0,87832,1.0,244.13,0.2,292.96,0.703,True
2020,f,36,married,0,47056,1.0,244.13,0.1,268.54,0.445,True
2020,f,22,single,3,91927,2.5,303.24,0,303.24,0.54,False
2020,f,25,single,1,44816,2.5,303.24,-0.1,272.92,0.38,True
2020,m,22,single,2,87993,2.5,303.24,0.1,333.56,0.401,False
2020,f,46,married,1,62757,1.2,251.17,0.1,276.29,0.616,False
2020,f,50,single,0,88385,0.7,234.17,0,234.17,0.614,False
2020,m,45,single,1,13390,2.7,311.9,0,311.9,0.404,True
2020,m,32,single,2,85392,2.5,303.24,0.1,333.56,0.481,False
2020,m,66,married,0,15273,1.0,244.13,0.2,292.96,0.499,True
2020,m,48,single,0,46458,1.7,270.05,-0.1,243.05,0.447,True
2020,m,55,married,2,21959,2.2,290.46,0.2,348.55,0.371,True
2020,f,44,single,1,31079,2.2,290.46,0.2,348.55,0.473,True
2020,f,44,single,0,62488,0.7,234.17,0,234.17,0.519,False
2020,m,47,married,0,25194,1.2,251.17,0,251.17,0.553,True
2020,f,50,single,0,81118,0.7,234.17,0,234.17,0.598,False
2020,f,44,married,1,91609,1.2,251.17,0.2,301.4,0.561,True
2020,f,66,married,0,27172,0.5,227.95,0.2,273.54,0.497,False
2020,f,46,single,0,13783,1.2,251.17,0,251.17,0.522,False
2020,m,63,married,1,82384,1.5,262.29,0.1,288.52,0.633,True
2020,f,23,single,2,24871,2.5,303.24,-0.1,272.92,0.437,True
2020,f,25,single,0,48254,1.5,262.29,0,262.29,0.453,False
2020,f,44,single,4,41946,2.7,311.9,0,311.9,0.483,False
2020,f,53,married,0,88561,0.2,219.24,-0.1,197.32,0.679,True
2020,m,22,single,2,64387,2.5,303.24,0.1,333.56,0.539,True
2020,f,70,married,2,86931,1.0,244.13,0.2,292.96,0.779,True
2020,m,46,single,0,82340,1.2,251.17,0.1,276.29,0.654,False
2020,f,47,single,3,41300,2.7,311.9,0,311.9,0.462,False
2020,f,32,single,0,51704,1.0,244.13,-0.1,219.72,0.411,False
2020,f,63,single,0,96991,0.5,227.95,0,227.95,0.652,False
2020,f,20,single,4,53515,2.5,303.24,0.2,363.89,0.329,False
2020,m,46,married,3,12011,2.7,311.9,0,311.9,0.439,False
2020,m,44,single,4,19807,3.2,333.74,0.2,400.49,0.49,False
2020,f,39,single,0,20527,1.5,262.29,0,262.29,0.428,True
2020,f,61,single,0,51505,0.5,227.95,0.2,273.54,0.567,True
2020,m,57,married,1,47667,2.2,290.46,0.2,348.55,0.47,True
2020,m,65,married,4,93066,2.0,282.14,-0.1,253.93,0.708,True
2020,f,28,single,3,16028,3.0,325.0,0.1,357.5,0.424,True
2020,m,36,single,0,42007,2.0,282.14,-0.1,253.93,0.467,True
2020,f,54,single,0,32946,1.2,251.17,0.2,301.4,0.415,False
2020,m,57,single,1,41566,2.7,311.9,0,311.9,0.397,False
2020,f,55,married,0,43289,0.7,234.17,0.2,281.0,0.568,False
2020,f,34,single,3,70981,2.5,303.24,0.2,363.89,0.632,True
2020,f,61,married,0,55293,0,213.85,0.2,256.62,0.788,True
2020,f,58,single,1,69878,1.7,270.05,0.2,324.06,0.643,True
2020,f,30,single,3,23979,3.0,325.0,0.2,390.0,0.329,True
2020,m,42,single,1,48696,2.7,311.9,0,311.9,0.41,False
2020,m,60,married,0,99889,0.5,227.95,0,227.95,0.62,False
2020,m,56,single,2,47512,2.7,311.9,0,311.9,0.435,True
2020,m,56,single,0,34920,1.7,270.05,-0.1,243.05,0.464,False
2020,f,61,married,2,99241,1.0,244.13,0.2,292.96,0.677,True
2020,m,58,married,1,15167,2.2,290.46,0.1,319.51,0.426,True
2020,f,20,single,2,21813,2.5,303.24,-0.1,272.92,0.421,True
2020,f,38,single,0,27322,1.5,262.29,0,262.29,0.307,False
2020,f,51,married,0,31567,0.7,234.17,0.2,281.0,0.466,True
2020,f,70,single,4,48684,2.5,303.24,0.1,333.56,0.492,False
2020,m,47,single,0,39571,1.7,270.05,-0.1,243.05,0.368,False
2020,f,69,married,0,61717,0,213.85,0.2,256.62,0.627,True
2020,m,34,single,0,98188,1.5,262.29,0,262.29,0.556,False
2020,f,55,married,1,58689,1.2,251.17,0.1,276.29,0.606,False
2020,m,61,married,0,83584,0.5,227.95,0,227.95,0.661,True
2020,f,57,married,0,70852,0.2,219.24,0.1,241.16,0.646,True
2020,f,59,married,0,14877,0.7,234.17,-0.1,210.75,0.396,False
2020,f,49,married,0,80457,0.2,219.24,-0.1,197.32,0.649,True
2020,m,42,single,1,80804,2.2,290.46,0.2,348.55,0.33,True
2020,m,44,single,2,90694,2.2,290.46,0.2,348.55,0.586,False
2020,f,35,married,0,68115,0.5,227.95,0.2,273.54,0.767,True
2020,m,41,married,1,81364,1.7,270.05,0.2,324.06,0.638,True
2020,f,21,single,0,26011,1.5,262.29,0,262.29,0.472,False
2020,f,23,single,1,88269,2.0,282.14,0.1,310.35,0.513,False
2020,m,21,single,0,26505,2.0,282.14,-0.1,253.93,0.311,False
2020,m,22,single,1,86858,2.5,303.24,0.1,333.56,0.449,False
2020,m,70,married,0,29340,1.0,244.13,0.1,268.54,0.695,True
2020,m,35,single,0,27038,2.0,282.14,-0.1,253.93,0.324,True
2020,f,69,married,1,13379,1.5,262.29,0,262.29,0.511,True
2020,m,40,single,0,52437,1.2,251.17,0.1,276.29,0.497,False
2020,m,29,single,0,65176,1.5,262.29,0,262.29,0.461,False
2020,m,65,married,0,57453,0.5,227.95,0,227.95,0.588,True
2020,m,46,single,3,15683,3.2,333.74,0.2,400.49,0.408,True
2020,f,47,single,0,72781,0.7,234.17,0,234.17,0.567,True
2020,f,45,single,0,68138,0.7,234.17,0,234.17,0.488,False
2020,m,23,single,0,26540,2.0,282.14,-0.1,253.93,0.224,True
2020,f,57,married,1,52622,1.2,251.17,0.1,276.29,0.538,False
2020,f,56,married,0,89354,0.2,219.24,-0.1,197.32,0.606,False
2020,f,24,single,0,95814,1.0,244.13,-0.1,219.72,0.4,True
2020,m,45,single,0,54424,1.2,251.17,0.1,276.29,0.477,False
2020,f,43,single,0,65936,0.7,234.17,0,234.17,0.553,True
2020,f,60,married,4,72163,1.5,262.29,-0.1,236.06,0.633,False
2020,m,23,single,0,58843,1.5,262.29,0,262.29,0.334,True
2020,m,53,married,4,83620,2.2,290.46,0.2,348.55,0.554,False
2020,f,60,married,0,97207,0,213.85,0.1,235.24,0.793,False
2020,f,64,married,0,50953,0,213.85,0.2,256.62,0.665,True
2020,f,24,single,0,96079,1.0,244.13,-0.1,219.72,0.547,False
2020,f,32,single,0,82910,1.0,244.13,-0.1,219.72,0.558,False
2020,f,25,single,1,66244,2.0,282.14,-0.1,253.93,0.407,False
2020,m,56,single,2,45054,2.7,311.9,0,311.9,0.433,False
2020,m,29,single,2,54541,2.5,303.24,0.1,333.56,0.488,True
2020,f,18,single,0,96159,1.5,262.29,0.2,314.75,0.362,True
2020,m,27,single,4,22026,3.5,346.76,0.2,416.11,0.508,False
2020,m,42,single,0,58503,1.2,251.17,0.1,276.29,0.431,False
2020,f,64,married,3,88148,1.5,262.29,-0.1,236.06,0.772,True
2020,m,27,single,1,98338,2.5,303.24,0.1,333.56,0.595,False
2020,m,35,single,0,89570,1.5,262.29,0,262.29,0.468,True
2020,f,44,married,2,24918,1.7,270.05,0.1,297.06,0.48,True
2020,f,25,single,1,73783,2.0,282.14,-0.1,253.93,0.39,True
2020,f,20,single,4,17180,3.0,325.0,0.1,357.5,0.415,True
2020,m,31,single,0,27987,2.0,282.14,-0.1,253.93,0.367,False
2020,f,36,single,0,66446,1.0,244.13,-0.1,219.72,0.413,True
2020,m,26,single,2,75570,2.5,303.24,0.1,333.56,0.454,True
2020,f,22,single,2,67176,2.0,282.14,-0.1,253.93,0.497,True
2020,m,47,single,3,85465,2.7,311.9,0.2,374.28,0.661,False
2020,f,63,married,0,63088,0,213.85,0.2,256.62,0.679,False
2020,m,38,married,3,70305,2.5,303.24,0.1,333.56,0.533,True
2020,m,45,single,0,87184,1.2,251.17,0.1,276.29,0.557,True
2020,f,51,married,3,54500,1.7,270.05,0,270.05,0.617,True
2020,f,67,married,1,24945,1.5,262.29,0.1,288.52,0.521,True
2020,m,67,married,2,94599,1.5,262.29,0.1,288.52,0.688,True
2020,m,33,married,0,32740,1.5,262.29,0,262.29,0.424,True
2020,m,29,single,1,70811,2.5,303.24,0.1,333.56,0.495,True
2020,f,61,single,1,93269,1.5,262.29,0.1,288.52,0.716,False
2020,f,27,single,0,92756,1.0,244.13,-0.1,219.72,0.496,False
2020,f,68,married,0,76497,0,213.85,0.2,256.62,0.699,True
2020,m,37,single,0,58331,1.5,262.29,0,262.29,0.419,False
2020,f,22,single,4,21835,3.0,325.0,0.2,390.0,0.338,True
2020,f,47,single,4,15376,2.7,311.9,0.2,374.28,0.389,True
2020,m,38,single,1,18109,3.0,325.0,0.2,390.0,0.379,False
2020,m,69,married,0,21053,1.0,244.13,0.1,268.54,0.581,True
2020,m,20,single,0,67595,1.5,262.29,0,262.29,0.402,True
2020,m,41,single,0,63578,1.2,251.17,0.1,276.29,0.475,False
2020,f,61,married,2,94843,1.0,244.13,0.2,292.96,0.641,False
2020,f,22,single,1,60667,2.0,282.14,-0.1,253.93,0.35,False
2020,f,34,single,1,88997,2.0,282.14,0.1,310.35,0.582,False
2020,m,39,married,1,55851,2.0,282.14,0.1,310.35,0.491,False
2020,f,26,single,3,50577,2.5,303.24,0.2,363.89,0.506,False
2020,f,59,single,2,97833,1.7,270.05,0.2,324.06,0.68,False
2020,m,59,married,1,12389,2.2,290.46,0.1,319.51,0.582,True
2020,f,37,single,0,73736,1.0,244.13,-0.1,219.72,0.529,False
2020,m,32,single,0,48770,2.0,282.14,-0.1,253.93,0.492,False
2020,m,50,single,2,79013,2.2,290.46,0,290.46,0.486,True
2020,m,60,married,2,27176,2.0,282.14,0.2,338.57,0.465,True
2020,f,27,single,2,91885,2.0,282.14,0.1,310.35,0.554,True
2020,m,64,married,0,98652,0.5,227.95,0,227.95,0.653,True
2020,m,46,single,2,68841,2.2,290.46,0,290.46,0.526,False
2020,m,52,married,4,71474,2.2,290.46,0,290.46,0.614,True
2020,f,61,single,4,70513,2.0,282.14,0.1,310.35,0.593,False
2020,f,50,single,4,36174,2.7,311.9,0,311.9,0.587,True
2020,m,34,married,0,58655,1.0,244.13,0.1,268.54,0.465,True
2020,m,63,single,3,47363,3.0,325.0,-0.1,292.5,0.543,False
2020,m,35,single,1,67340,2.5,303.24,0.1,333.56,0.376,True
2020,m,32,single,3,13495,3.5,346.76,0.2,416.11,0.388,True
2020,m,43,single,0,20696,1.7,270.05,-0.1,243.05,0.305,True
2020,f,32,married,3,95191,2.0,282.14,0.1,310.35,0.74,True
2020,m,26,married,3,71925,2.5,303.24,0.1,333.56,0.571,True
2020,m,66,married,0,10688,1.0,244.13,0.2,292.96,0.369,False
2020,m,19,single,2,81932,3.0,325.0,0.2,390.0,0.448,True
2020,m,67,married,0,16258,1.0,244.13,0.2,292.96,0.665,True
2020,m,44,single,1,18232,2.7,311.9,0,311.9,0.326,False
2020,m,49,single,0,77551,1.2,251.17,0.1,276.29,0.472,True
2020,m,63,married,0,90584,0.5,227.95,0,227.95,0.696,False
2020,f,33,single,0,97584,1.0,244.13,-0.1,219.72,0.646,False
2020,m,51,single,0,78951,1.2,251.17,0.1,276.29,0.563,False
2020,m,42,single,0,60709,1.2,251.17,0.1,276.29,0.487,True
2020,f,34,single,0,18855,1.5,262.29,0.1,288.52,0.267,False
2020,f,33,single,1,86271,2.0,282.14,0.1,310.35,0.53,True
2020,f,26,married,1,94252,1.5,262.29,0,262.29,0.608,False
2020,f,62,married,0,27675,0.5,227.95,0.2,273.54,0.594,False
2020,m,63,married,0,48462,1.0,244.13,0.1,268.54,0.535,True
2020,m,20,single,3,51365,3.0,325.0,0.1,357.5,0.399,True
2020,f,70,married,0,94790,0,213.85,0.1,235.24,0.753,True
2020,m,36,single,2,95948,2.5,303.24,0.1,333.56,0.379,False
2020,f,35,married,0,62431,0.5,227.95,0.2,273.54,0.53,False
2020,f,42,single,0,75211,0.7,234.17,0,234.17,0.576,False
2020,f,69,married,2,65640,1.0,244.13,0.2,292.96,0.673,True
2020,m,45,single,2,81496,2.2,290.46,0.2,348.55,0.65,False
2020,f,38,married,0,48750,1.0,244.13,0.1,268.54,0.537,False
2020,f,46,single,0,68183,0.7,234.17,0,234.17,0.516,False
2020,f,46,married,3,56210,1.7,270.05,0,270.05,0.654,True
2020,f,35,single,2,17518,2.5,303.24,-0.1,272.92,0.354,True
2020,f,41,single,2,30969,2.2,290.46,0.2,348.55,0.456,True
2020,m,27,single,1,67432,2.5,303.24,0.1,333.56,0.34,False
2020,m,26,single,2,58015,2.5,303.24,0.1,333.56,0.448,True
2020,f,42,single,0,30111,1.2,251.17,0.2,301.4,0.414,False
2020,f,41,single,2,85225,1.7,270.05,0.2,324.06,0.448,True
2020,m,51,married,0,46528,1.2,251.17,0,251.17,0.556,True
2020,m,25,married,0,77861,1.0,244.13,0.1,268.54,0.556,True
2020,f,53,married,2,68493,1.2,251.17,0.1,276.29,0.617,True
2020,m,57,married,3,74382,2.2,290.46,0,290.46,0.597,False
2020,m,25,single,0,32630,2.0,282.14,-0.1,253.93,0.39,True
2020,f,23,single,4,51889,2.5,303.24,0.2,363.89,0.448,False
2020,f,63,married,1,49315,1.5,262.29,0.1,288.52,0.591,True
2020,m,63,married,2,32818,2.0,282.14,0.2,338.57,0.504,True
2020,f,50,married,4,28202,2.2,290.46,0.2,348.55,0.651,True
2020,m,68,married,0,85009,0.5,227.95,0,227.95,0.648,False
2020,f,47,single,1,90209,1.7,270.05,0.2,324.06,0.66,True
2020,m,22,single,5,72739,3.0,325.0,0.1,357.5,0.504,False
2020,f,67,married,1,26426,1.5,262.29,0.1,288.52,0.571,False
2020,f,59,married,0,77811,0.2,219.24,0.1,241.16,0.672,True
2020,f,26,single,2,93859,2.0,282.14,0.1,310.35,0.473,True
2020,m,67,single,0,17263,1.5,262.29,-0.1,236.06,0.618,True
2020,m,37,married,0,39552,1.5,262.29,0,262.29,0.471,False
2020,f,51,single,2,42847,2.2,290.46,0.2,348.55,0.528,True
2020,m,58,single,0,91922,1.2,251.17,0.1,276.29,0.569,True
2020,f,57,married,1,32103,1.7,270.05,0.1,297.06,0.483,True
2020,m,28,single,2,89316,2.5,303.24,0.1,333.56,0.56,False
2020,f,54,married,3,20646,2.2,290.46,0.2,348.55,0.582,True
2020,m,59,single,0,37631,1.7,270.05,-0.1,243.05,0.468,True
2020,f,57,married,0,92203,0.2,219.24,-0.1,197.32,0.632,True
2020,f,59,single,0,99783,0.7,234.17,0,234.17,0.565,True
2020,f,37,single,1,30719,2.5,303.24,-0.1,272.92,0.413,False
2020,f,44,single,0,89516,0.7,234.17,0,234.17,0.651,True
2020,m,38,single,0,55268,1.5,262.29,0,262.29,0.442,False
2020,f,26,single,1,23917,2.5,303.24,-0.1,272.92,0.254,False
2020,f,33,single,0,42495,1.5,262.29,0,262.29,0.481,True
2020,m,24,single,3,90658,3.0,325.0,-0.1,292.5,0.525,False
2020,f,33,single,3,52917,2.5,303.24,0.2,363.89,0.37,False
2020,f,30,single,0,77466,1.0,244.13,-0.1,219.72,0.5,False
2020,f,49,single,0,21802,1.2,251.17,0.2,301.4,0.454,False
2020,f,50,married,0,86460,0.2,219.24,-0.1,197.32,0.61,True
2020,f,21,single,0,95755,1.0,244.13,-0.1,219.72,0.506,True
2020,f,36,single,2,66482,2.0,282.14,-0.1,253.93,0.438,True
2020,m,34,single,2,57964,2.5,303.24,0.1,333.56,0.456,False
2020,m,43,married,1,57516,1.7,270.05,0,270.05,0.572,False
2020,f,22,single,0,82070,1.0,244.13,-0.1,219.72,0.547,False
2020,f,70,single,1,25572,2.0,282.14,0,282.14,0.442,True
2020,m,43,single,4,83116,2.7,311.9,0.2,374.28,0.486,False
2020,f,66,married,1,62610,1.0,244.13,0.2,292.96,0.671,True
2020,m,20,single,2,72094,2.5,303.24,0.1,333.56,0.399,False
2020,f,27,single,1,52987,2.0,282.14,-0.1,253.93,0.389,True
2020,f,28,single,1,49221,2.5,303.24,-0.1,272.92,0.348,False
2020,f,50,single,1,83783,1.7,270.05,0.2,324.06,0.654,False
2020,f,48,single,0,98317,0.7,234.17,0,234.17,0.677,True
2020,m,44,single,2,92478,2.2,290.46,0.2,348.55,0.555,False
2020,m,56,married,4,85821,2.2,290.46,0.2,348.55,0.647,False
2020,m,64,married,0,78712,0.5,227.95,0,227.95,0.621,True
2020,f,27,single,0,85047,1.0,244.13,-0.1,219.72,0.5,False
2020,m,30,married,0,29848,1.5,262.29,0,262.29,0.374,True
2020,f,62,married,1,90147,1.0,244.13,0.2,292.96,0.629,True
2020,f,65,married,2,77984,1.0,244.13,0.2,292.96,0.681,True
2020,m,53,married,1,78875,1.7,270.05,0,270.05,0.577,False
2020,f,38,single,0,79878,1.0,244.13,-0.1,219.72,0.511,True
2020,f,52,married,2,99226,1.2,251.17,0.2,301.4,0.696,True
2020,f,57,married,4,46569,2.2,290.46,0.2,348.55,0.667,True
2020,f,32,single,4,47880,3.0,325.0,0.2,390.0,0.501,True
2020,m,62,married,0,55718,0.5,227.95,0,227.95,0.696,True
2020,f,36,married,1,59767,1.5,262.29,0.2,314.75,0.617,False
2020,f,67,married,0,47700,0.5,227.95,0.2,273.54,0.646,True
2020,m,40,single,1,72793,2.2,290.46,0,290.46,0.543,False
2020,m,30,single,0,83664,1.5,262.29,0,262.29,0.512,False
2020,f,26,single,2,41363,2.5,303.24,-0.1,272.92,0.439,False
