treatment,sex,age,marital_status,income,accidents,retention,number_of_clients
,,<20,single,80k+,medium,0.46,50
,,<20,single,80k+,high,0.4375,16
,,20-39,,,,0.45933537385220813,4574
,,20-39,,,low,0.47307195174493755,2321
,,20-39,,,medium,0.43946188340807174,1561
,,20-39,,,high,0.45809248554913296,692
,,20-39,,<20k,,0.39271255060728744,494
,,20-39,,<20k,low,0.41312741312741313,259
,,20-39,,<20k,medium,0.3375796178343949,157
,,20-39,,<20k,high,0.4358974358974359,78
,,20-39,,20k-50k,,0.3898191560616209,1493
,,20-39,,20k-50k,low,0.3960526315789474,760
,,20-39,,20k-50k,medium,0.3715415019762846,506
,,20-39,,20k-50k,high,0.40969162995594716,227
,,20-39,,50k-80k,,0.4990328820116054,1551
,,20-39,,50k-80k,low,0.5260416666666666,768
,,20-39,,50k-80k,medium,0.47504621072088726,541
,,20-39,,50k-80k,high,0.4669421487603306,242
,,20-39,,80k+,,0.5318532818532818,1036
,,20-39,,80k+,low,0.5355805243445693,534
,,20-39,,80k+,medium,0.5266106442577031,357
,,20-39,,80k+,high,0.5310344827586206,145
,,20-39,married,,,0.5617977528089888,445
,,20-39,married,,low,0.5551020408163265,245
,,20-39,married,,medium,0.5939849624060151,133
,,20-39,married,,high,0.5223880597014925,67
,,20-39,married,<20k,,0.52,50
,,20-39,married,<20k,low,0.4827586206896552,29
,,20-39,married,<20k,medium,0.5384615384615384,13
,,20-39,married,<20k,high,0.625,8
,,20-39,married,20k-50k,,0.44755244755244755,143
,,20-39,married,20k-50k,low,0.4578313253012048,83
,,20-39,married,20k-50k,medium,0.4722222222222222,36
,,20-39,married,20k-50k,high,0.375,24
,,20-39,married,50k-80k,,0.6352201257861635,159
,,20-39,married,50k-80k,low,0.6976744186046512,86
,,20-39,married,50k-80k,medium,0.6122448979591837,49
,,20-39,married,50k-80k,high,0.4583333333333333,24
,,20-39,married,80k+,,0.6344086021505376,93
,,20-39,married,80k+,low,0.5106382978723404,47
,,20-39,married,80k+,medium,0.7142857142857143,35
,,20-39,married,80k+,high,0.9090909090909091,11
,,20-39,single,,,0.4482925647856624,4129
,,20-39,single,,low,0.4633911368015414,2076
,,20-39,single,,medium,0.42507002801120447,1428
,,20-39,single,,high,0.4512,625
,,20-39,single,<20k,,0.3783783783783784,444
,,20-39,single,<20k,low,0.4043478260869565,230
,,20-39,single,<20k,medium,0.3194444444444444,144
,,20-39,single,<20k,high,0.4142857142857143,70
,,20-39,single,20k-50k,,0.3837037037037037,1350
,,20-39,single,20k-50k,low,0.38847858197932056,677
,,20-39,single,20k-50k,medium,0.3638297872340426,470
,,20-39,single,20k-50k,high,0.41379310344827586,203
,,20-39,single,50k-80k,,0.4834770114942529,1392
,,20-39,single,50k-80k,low,0.5043988269794721,682
,,20-39,single,50k-80k,medium,0.4613821138211382,492
,,20-39,single,50k-80k,high,0.46788990825688076,218
,,20-39,single,80k+,,0.5217391304347826,943
,,20-39,single,80k+,low,0.5379876796714579,487
,,20-39,single,80k+,medium,0.5062111801242236,322
,,20-39,single,80k+,high,0.5,134
,,40-59,,,,0.5379216662893367,4417
,,40-59,,,low,0.5398351648351648,2184
,,40-59,,,medium,0.5223692501575299,1587
,,40-59,,,high,0.5696594427244582,646
,,40-59,,<20k,,0.4453125,512
,,40-59,,<20k,low,0.46530612244897956,245
,,40-59,,<20k,medium,0.38333333333333336,180
,,40-59,,<20k,high,0.5172413793103449,87
,,40-59,,20k-50k,,0.5067615658362989,1405
,,40-59,,20k-50k,low,0.49327354260089684,669
,,40-59,,20k-50k,medium,0.5179584120982986,529
,,40-59,,20k-50k,high,0.5217391304347826,207
,,40-59,,50k-80k,,0.5463709677419355,1488
,,40-59,,50k-80k,low,0.5554054054054054,740
,,40-59,,50k-80k,medium,0.5158878504672897,535
,,40-59,,50k-80k,high,0.5915492957746479,213
,,40-59,,80k+,,0.6156126482213439,1012
,,40-59,,80k+,low,0.6113207547169811,530
,,40-59,,80k+,medium,0.6122448979591837,343
,,40-59,,80k+,high,0.6402877697841727,139
,,40-59,married,,,0.5800947867298578,2110
,,40-59,married,,low,0.5675146771037182,1022
,,40-59,married,,medium,0.5775193798449613,774
,,40-59,married,,high,0.6273885350318471,314
,,40-59,married,<20k,,0.47058823529411764,255
,,40-59,married,<20k,low,0.5,128
,,40-59,married,<20k,medium,0.40476190476190477,84
,,40-59,married,<20k,high,0.5116279069767442,43
,,40-59,married,20k-50k,,0.5570776255707762,657
,,40-59,married,20k-50k,low,0.5174603174603175,315
,,40-59,married,20k-50k,medium,0.5783132530120482,249
,,40-59,married,20k-50k,high,0.6344086021505376,93
,,40-59,married,50k-80k,,0.5865102639296188,682
,,40-59,married,50k-80k,low,0.5950920245398773,326
,,40-59,married,50k-80k,medium,0.5503875968992248,258
,,40-59,married,50k-80k,high,0.6530612244897959,98
,,40-59,married,80k+,,0.6550387596899225,516
,,40-59,married,80k+,low,0.6284584980237155,253
,,40-59,married,80k+,medium,0.6939890710382514,183
,,40-59,married,80k+,high,0.65,80
,,40-59,single,,,0.49934980494148246,2307
,,40-59,single,,low,0.5154905335628227,1162
,,40-59,single,,medium,0.4698646986469865,813
,,40-59,single,,high,0.5150602409638554,332
,,40-59,single,<20k,,0.42023346303501946,257
,,40-59,single,<20k,low,0.42735042735042733,117
,,40-59,single,<20k,medium,0.3645833333333333,96
,,40-59,single,<20k,high,0.5227272727272727,44
,,40-59,single,20k-50k,,0.4625668449197861,748
,,40-59,single,20k-50k,low,0.4717514124293785,354
,,40-59,single,20k-50k,medium,0.4642857142857143,280
,,40-59,single,20k-50k,high,0.4298245614035088,114
,,40-59,single,50k-80k,,0.5124069478908189,806
,,40-59,single,50k-80k,low,0.5241545893719807,414
,,40-59,single,50k-80k,medium,0.48375451263537905,277
,,40-59,single,50k-80k,high,0.5391304347826087,115
,,40-59,single,80k+,,0.5745967741935484,496
,,40-59,single,80k+,low,0.5956678700361011,277
,,40-59,single,80k+,medium,0.51875,160
,,40-59,single,80k+,high,0.6271186440677966,59
,,60+,,,,0.602755905511811,2540
,,60+,,,low,0.5855003940110323,1269
,,60+,,,medium,0.5962180200222469,899
,,60+,,,high,0.6774193548387096,372
,,60+,,<20k,,0.5205479452054794,292
,,60+,,<20k,low,0.477124183006536,153
,,60+,,<20k,medium,0.5416666666666666,96
,,60+,,<20k,high,0.627906976744186,43
,,60+,,20k-50k,,0.5423529411764706,850
,,60+,,20k-50k,low,0.5231958762886598,388
,,60+,,20k-50k,medium,0.5356037151702786,323
,,60+,,20k-50k,high,0.6115107913669064,139
,,60+,,50k-80k,,0.6454652532391049,849
,,60+,,50k-80k,low,0.63718820861678,441
,,60+,,50k-80k,medium,0.632996632996633,297
,,60+,,50k-80k,high,0.7117117117117117,111
,,60+,,80k+,,0.6739526411657559,549
,,60+,,80k+,low,0.6480836236933798,287
,,60+,,80k+,medium,0.6721311475409836,183
,,60+,,80k+,high,0.7721518987341772,79
,,60+,married,,,0.6101301115241635,2152
,,60+,married,,low,0.5964912280701754,1083
,,60+,married,,medium,0.5997357992073976,757
,,60+,married,,high,0.6826923076923077,312
,,60+,married,<20k,,0.5061728395061729,243
,,60+,married,<20k,low,0.4765625,128
,,60+,married,<20k,medium,0.5063291139240507,79
,,60+,married,<20k,high,0.6111111111111112,36
,,60+,married,20k-50k,,0.5512465373961218,722
,,60+,married,20k-50k,low,0.5339506172839507,324
,,60+,married,20k-50k,medium,0.5412186379928315,279
,,60+,married,20k-50k,high,0.6218487394957983,119
,,60+,married,50k-80k,,0.6557377049180327,732
,,60+,married,50k-80k,low,0.6478149100257069,389
,,60+,married,50k-80k,medium,0.644,250
,,60+,married,50k-80k,high,0.7204301075268817,93
,,60+,married,80k+,,0.6857142857142857,455
,,60+,married,80k+,low,0.6611570247933884,242
,,60+,married,80k+,medium,0.6845637583892618,149
,,60+,married,80k+,high,0.78125,64
,,60+,single,,,0.5618556701030928,388
,,60+,single,,low,0.521505376344086,186
,,60+,single,,medium,0.5774647887323944,142
,,60+,single,,high,0.65,60
,,60+,single,<20k,,0.5918367346938775,49
,,60+,single,<20k,low,0.48,25
,,60+,single,<20k,medium,0.7058823529411765,17
,,60+,single,<20k,high,0.7142857142857143,7
,,60+,single,20k-50k,,0.4921875,128
,,60+,single,20k-50k,low,0.46875,64
,,60+,single,20k-50k,medium,0.5,44
,,60+,single,20k-50k,high,0.55,20
,,60+,single,50k-80k,,0.5811965811965812,117
,,60+,single,50k-80k,low,0.5576923076923077,52
,,60+,single,50k-80k,medium,0.574468085106383,47
,,60+,single,50k-80k,high,0.6666666666666666,18
,,60+,single,80k+,,0.6170212765957447,94
,,60+,single,80k+,low,0.5777777777777777,45
,,60+,single,80k+,medium,0.6176470588235294,34
,,60+,single,80k+,high,0.7333333333333333,15
,f,,,,,0.5348798947022047,6078
,f,,,,low,0.5327225130890052,3056
,f,,,,medium,0.5204898728214791,2123
,f,,,,high,0.5761957730812013,899
,f,,,<20k,,0.4666666666666667,705
,f,,,<20k,low,0.44808743169398907,366
,f,,,<20k,medium,0.4533333333333333,225
,f,,,<20k,high,0.5526315789473685,114
,f,,,20k-50k,,0.48685540950455003,1978
,f,,,20k-50k,low,0.471875,960
,f,,,20k-50k,medium,0.48011363636363635,704
,f,,,20k-50k,high,0.5477707006369427,314
,f,,,50k-80k,,0.5496108949416343,2056
,f,,,50k-80k,low,0.5697674418604651,1032
,f,,,50k-80k,medium,0.5130674002751031,727
,f,,,50k-80k,high,0.569023569023569,297
,f,,,80k+,,0.6191187453323376,1339
,f,,,80k+,low,0.6060171919770774,698
,f,,,80k+,medium,0.6252676659528907,467
,f,,,80k+,high,0.6551724137931034,174
,f,,married,,,0.616207322089675,2431
,f,,married,,low,0.592051905920519,1233
,f,,married,,medium,0.6248506571087217,837
,f,,married,,high,0.6786703601108033,361
,f,,married,<20k,,0.5326797385620915,306
,f,,married,<20k,low,0.5153374233128835,163
,f,,married,<20k,medium,0.5052631578947369,95
,f,,married,<20k,high,0.6458333333333334,48
,f,,married,20k-50k,,0.5771643663739021,797
,f,,married,20k-50k,low,0.5248041775456919,383
,f,,married,20k-50k,medium,0.6021505376344086,279
,f,,married,20k-50k,high,0.674074074074074,135
,f,,married,50k-80k,,0.6240694789081885,806
,f,,married,50k-80k,low,0.6367924528301887,424
,f,,married,50k-80k,medium,0.5963636363636363,275
,f,,married,50k-80k,high,0.6448598130841121,107
,f,,married,80k+,,0.7126436781609196,522
,f,,married,80k+,low,0.6653992395437263,263
,f,,married,80k+,medium,0.7606382978723404,188
,f,,married,80k+,high,0.7605633802816901,71
,f,,single,,,0.4806690430490814,3647
,f,,single,,low,0.4925946242457488,1823
,f,,single,,medium,0.4525660964230171,1286
,f,,single,,high,0.5074349442379182,538
,f,,single,<20k,,0.41604010025062654,399
,f,,single,<20k,low,0.39408866995073893,203
,f,,single,<20k,medium,0.4153846153846154,130
,f,,single,<20k,high,0.48484848484848486,66
,f,,single,20k-50k,,0.4259102455546147,1181
,f,,single,20k-50k,low,0.43674176776429807,577
,f,,single,20k-50k,medium,0.4,425
,f,,single,20k-50k,high,0.45251396648044695,179
,f,,single,50k-80k,,0.5016,1250
,f,,single,50k-80k,low,0.5230263157894737,608
,f,,single,50k-80k,medium,0.46238938053097345,452
,f,,single,50k-80k,high,0.5263157894736842,190
,f,,single,80k+,,0.5593635250917993,817
,f,,single,80k+,low,0.5701149425287356,435
,f,,single,80k+,medium,0.5340501792114696,279
,f,,single,80k+,high,0.5825242718446602,103
,f,<20,,,,0.41630901287553645,233
,f,<20,,,low,0.4344262295081967,122
,f,<20,,,medium,0.4117647058823529,85
,f,<20,,,high,0.34615384615384615,26
,f,<20,,<20k,,0.25,28
,f,<20,,<20k,low,0.21052631578947367,19
,f,<20,,<20k,medium,0.2857142857142857,7
,f,<20,,<20k,high,0.5,2
,f,<20,,20k-50k,,0.3582089552238806,67
,f,<20,,20k-50k,low,0.41379310344827586,29
,f,<20,,20k-50k,medium,0.36666666666666664,30
,f,<20,,20k-50k,high,0.125,8
,f,<20,,50k-80k,,0.4625,80
,f,<20,,50k-80k,low,0.4878048780487805,41
,f,<20,,50k-80k,medium,0.42857142857142855,28
,f,<20,,50k-80k,high,0.45454545454545453,11
,f,<20,,80k+,,0.5,58
,f,<20,,80k+,low,0.5151515151515151,33
,f,<20,,80k+,medium,0.5,20
,f,<20,,80k+,high,0.4,5
,f,<20,married,,,0.42857142857142855,7
,f,<20,married,,low,0.3333333333333333,3
,f,<20,married,,medium,0.6666666666666666,3
,f,<20,married,,high,0.0,1
,f,<20,married,<20k,,0.0,1
,f,<20,married,<20k,low,0.0,1
,f,<20,married,<20k,medium,nan,0
,f,<20,married,<20k,high,nan,0
,f,<20,married,20k-50k,,0.5,2
,f,<20,married,20k-50k,low,0.5,2
,f,<20,married,20k-50k,medium,nan,0
,f,<20,married,20k-50k,high,nan,0
,f,<20,married,50k-80k,,0.3333333333333333,3
,f,<20,married,50k-80k,low,nan,0
,f,<20,married,50k-80k,medium,0.5,2
,f,<20,married,50k-80k,high,0.0,1
,f,<20,married,80k+,,1.0,1
,f,<20,married,80k+,low,nan,0
,f,<20,married,80k+,medium,1.0,1
,f,<20,married,80k+,high,nan,0
,f,<20,single,,,0.415929203539823,226
,f,<20,single,,low,0.4369747899159664,119
,f,<20,single,,medium,0.4024390243902439,82
,f,<20,single,,high,0.36,25
,f,<20,single,<20k,,0.25925925925925924,27
,f,<20,single,<20k,low,0.2222222222222222,18
,f,<20,single,<20k,medium,0.2857142857142857,7
,f,<20,single,<20k,high,0.5,2
,f,<20,single,20k-50k,,0.35384615384615387,65
,f,<20,single,20k-50k,low,0.4074074074074074,27
,f,<20,single,20k-50k,medium,0.36666666666666664,30
,f,<20,single,20k-50k,high,0.125,8
,f,<20,single,50k-80k,,0.4675324675324675,77
,f,<20,single,50k-80k,low,0.4878048780487805,41
,f,<20,single,50k-80k,medium,0.4230769230769231,26
,f,<20,single,50k-80k,high,0.5,10
,f,<20,single,80k+,,0.49122807017543857,57
,f,<20,single,80k+,low,0.5151515151515151,33
,f,<20,single,80k+,medium,0.47368421052631576,19
,f,<20,single,80k+,high,0.4,5
,f,20-39,,,,0.46797385620915033,2295
,f,20-39,,,low,0.4749362786745964,1177
,f,20-39,,,medium,0.45115681233933164,778
,f,20-39,,,high,0.4823529411764706,340
,f,20-39,,<20k,,0.41767068273092367,249
,f,20-39,,<20k,low,0.41605839416058393,137
,f,20-39,,<20k,medium,0.3783783783783784,74
,f,20-39,,<20k,high,0.5,38
,f,20-39,,20k-50k,,0.40612516644474034,751
,f,20-39,,20k-50k,low,0.3943298969072165,388
,f,20-39,,20k-50k,medium,0.40408163265306124,245
,f,20-39,,20k-50k,high,0.4491525423728814,118
,f,20-39,,50k-80k,,0.49222797927461137,772
,f,20-39,,50k-80k,low,0.5378590078328982,383
,f,20-39,,50k-80k,medium,0.4416058394160584,274
,f,20-39,,50k-80k,high,0.4608695652173913,115
,f,20-39,,80k+,,0.5449330783938815,523
,f,20-39,,80k+,low,0.5315985130111525,269
,f,20-39,,80k+,medium,0.5567567567567567,185
,f,20-39,,80k+,high,0.5652173913043478,69
,f,20-39,married,,,0.5579399141630901,233
,f,20-39,married,,low,0.49206349206349204,126
,f,20-39,married,,medium,0.6710526315789473,76
,f,20-39,married,,high,0.5483870967741935,31
,f,20-39,married,<20k,,0.5483870967741935,31
,f,20-39,married,<20k,low,0.47368421052631576,19
,f,20-39,married,<20k,medium,0.6666666666666666,9
,f,20-39,married,<20k,high,0.6666666666666666,3
,f,20-39,married,20k-50k,,0.44,75
,f,20-39,married,20k-50k,low,0.3409090909090909,44
,f,20-39,married,20k-50k,medium,0.6842105263157895,19
,f,20-39,married,20k-50k,high,0.4166666666666667,12
,f,20-39,married,50k-80k,,0.6388888888888888,72
,f,20-39,married,50k-80k,low,0.7073170731707317,41
,f,20-39,married,50k-80k,medium,0.5909090909090909,22
,f,20-39,married,50k-80k,high,0.4444444444444444,9
,f,20-39,married,80k+,,0.6181818181818182,55
,f,20-39,married,80k+,low,0.4090909090909091,22
,f,20-39,married,80k+,medium,0.7307692307692307,26
,f,20-39,married,80k+,high,0.8571428571428571,7
,f,20-39,single,,,0.457807953443259,2062
,f,20-39,single,,low,0.47288296860133205,1051
,f,20-39,single,,medium,0.42735042735042733,702
,f,20-39,single,,high,0.47572815533980584,309
,f,20-39,single,<20k,,0.39908256880733944,218
,f,20-39,single,<20k,low,0.4067796610169492,118
,f,20-39,single,<20k,medium,0.3384615384615385,65
,f,20-39,single,<20k,high,0.4857142857142857,35
,f,20-39,single,20k-50k,,0.40236686390532544,676
,f,20-39,single,20k-50k,low,0.4011627906976744,344
,f,20-39,single,20k-50k,medium,0.3805309734513274,226
,f,20-39,single,20k-50k,high,0.4528301886792453,106
,f,20-39,single,50k-80k,,0.47714285714285715,700
,f,20-39,single,50k-80k,low,0.5175438596491229,342
,f,20-39,single,50k-80k,medium,0.42857142857142855,252
,f,20-39,single,50k-80k,high,0.46226415094339623,106
,f,20-39,single,80k+,,0.5363247863247863,468
,f,20-39,single,80k+,low,0.5425101214574899,247
,f,20-39,single,80k+,medium,0.5283018867924528,159
,f,20-39,single,80k+,high,0.532258064516129,62
,f,40-59,,,,0.559231113097899,2237
,f,40-59,,,low,0.5579908675799087,1095
,f,40-59,,,medium,0.5406758448060075,799
,f,40-59,,,high,0.6064139941690962,343
,f,40-59,,<20k,,0.4763636363636364,275
,f,40-59,,<20k,low,0.47761194029850745,134
,f,40-59,,<20k,medium,0.4318181818181818,88
,f,40-59,,<20k,high,0.5471698113207547,53
,f,40-59,,20k-50k,,0.5228571428571429,700
,f,40-59,,20k-50k,low,0.5164179104477612,335
,f,40-59,,20k-50k,medium,0.5019305019305019,259
,f,40-59,,20k-50k,high,0.5943396226415094,106
,f,40-59,,50k-80k,,0.5590551181102362,762
,f,40-59,,50k-80k,low,0.5675675675675675,370
,f,40-59,,50k-80k,medium,0.5311355311355311,273
,f,40-59,,50k-80k,high,0.5966386554621849,119
,f,40-59,,80k+,,0.656,500
,f,40-59,,80k+,low,0.640625,256
,f,40-59,,80k+,medium,0.664804469273743,179
,f,40-59,,80k+,high,0.6923076923076923,65
,f,40-59,married,,,0.6081708449396471,1077
,f,40-59,married,,low,0.585820895522388,536
,f,40-59,married,,medium,0.616,375
,f,40-59,married,,high,0.6626506024096386,166
,f,40-59,married,<20k,,0.5106382978723404,141
,f,40-59,married,<20k,low,0.5324675324675324,77
,f,40-59,married,<20k,medium,0.41025641025641024,39
,f,40-59,married,<20k,high,0.6,25
,f,40-59,married,20k-50k,,0.5969696969696969,330
,f,40-59,married,20k-50k,low,0.5393939393939394,165
,f,40-59,married,20k-50k,medium,0.6260869565217392,115
,f,40-59,married,20k-50k,high,0.72,50
,f,40-59,married,50k-80k,,0.5864022662889519,353
,f,40-59,married,50k-80k,low,0.6058823529411764,170
,f,40-59,married,50k-80k,medium,0.5503875968992248,129
,f,40-59,married,50k-80k,high,0.6111111111111112,54
,f,40-59,married,80k+,,0.7075098814229249,253
,f,40-59,married,80k+,low,0.6532258064516129,124
,f,40-59,married,80k+,medium,0.782608695652174,92
,f,40-59,married,80k+,high,0.7027027027027027,37
,f,40-59,single,,,0.5137931034482759,1160
,f,40-59,single,,low,0.5313059033989267,559
,f,40-59,single,,medium,0.4740566037735849,424
,f,40-59,single,,high,0.5536723163841808,177
,f,40-59,single,<20k,,0.44029850746268656,134
,f,40-59,single,<20k,low,0.40350877192982454,57
,f,40-59,single,<20k,medium,0.4489795918367347,49
,f,40-59,single,<20k,high,0.5,28
,f,40-59,single,20k-50k,,0.45675675675675675,370
,f,40-59,single,20k-50k,low,0.49411764705882355,170
,f,40-59,single,20k-50k,medium,0.4027777777777778,144
,f,40-59,single,20k-50k,high,0.48214285714285715,56
,f,40-59,single,50k-80k,,0.5354523227383863,409
,f,40-59,single,50k-80k,low,0.535,200
,f,40-59,single,50k-80k,medium,0.5138888888888888,144
,f,40-59,single,50k-80k,high,0.5846153846153846,65
,f,40-59,single,80k+,,0.6032388663967612,247
,f,40-59,single,80k+,low,0.6287878787878788,132
,f,40-59,single,80k+,medium,0.5402298850574713,87
,f,40-59,single,80k+,high,0.6785714285714286,28
,f,60+,,,,0.6313785224676314,1313
,f,60+,,,low,0.6117824773413897,662
,f,60+,,,medium,0.6225596529284165,461
,f,60+,,,high,0.7210526315789474,190
,f,60+,,<20k,,0.5686274509803921,153
,f,60+,,<20k,low,0.5131578947368421,76
,f,60+,,<20k,medium,0.6071428571428571,56
,f,60+,,<20k,high,0.6666666666666666,21
,f,60+,,20k-50k,,0.5826086956521739,460
,f,60+,,20k-50k,low,0.5528846153846154,208
,f,60+,,20k-50k,medium,0.5764705882352941,170
,f,60+,,20k-50k,high,0.6707317073170732,82
,f,60+,,50k-80k,,0.6493212669683258,442
,f,60+,,50k-80k,low,0.6386554621848739,238
,f,60+,,50k-80k,medium,0.625,152
,f,60+,,50k-80k,high,0.7692307692307693,52
,f,60+,,80k+,,0.7248062015503876,258
,f,60+,,80k+,low,0.7071428571428572,140
,f,60+,,80k+,medium,0.7228915662650602,83
,f,60+,,80k+,high,0.8,35
,f,60+,married,,,0.6373429084380611,1114
,f,60+,married,,low,0.6214788732394366,568
,f,60+,married,,medium,0.6240208877284595,383
,f,60+,married,,high,0.7239263803680982,163
,f,60+,married,<20k,,0.556390977443609,133
,f,60+,married,<20k,low,0.5151515151515151,66
,f,60+,married,<20k,medium,0.5531914893617021,47
,f,60+,married,<20k,high,0.7,20
,f,60+,married,20k-50k,,0.5871794871794872,390
,f,60+,married,20k-50k,low,0.5581395348837209,172
,f,60+,married,20k-50k,medium,0.5724137931034483,145
,f,60+,married,20k-50k,high,0.684931506849315,73
,f,60+,married,50k-80k,,0.6587301587301587,378
,f,60+,married,50k-80k,low,0.647887323943662,213
,f,60+,married,50k-80k,medium,0.6475409836065574,122
,f,60+,married,50k-80k,high,0.7441860465116279,43
,f,60+,married,80k+,,0.7417840375586855,213
,f,60+,married,80k+,low,0.7264957264957265,117
,f,60+,married,80k+,medium,0.7391304347826086,69
,f,60+,married,80k+,high,0.8148148148148148,27
,f,60+,single,,,0.5979899497487438,199
,f,60+,single,,low,0.5531914893617021,94
,f,60+,single,,medium,0.6153846153846154,78
,f,60+,single,,high,0.7037037037037037,27
,f,60+,single,<20k,,0.65,20
,f,60+,single,<20k,low,0.5,10
,f,60+,single,<20k,medium,0.8888888888888888,9
,f,60+,single,<20k,high,0.0,1
,f,60+,single,20k-50k,,0.5571428571428572,70
,f,60+,single,20k-50k,low,0.5277777777777778,36
