treatment, sex, age  , marital_status, income , accidents, retention          , number_of_clients
         ,    , 60+  , married       ,        , low      , 0.6289222373806276 ,               733
         ,    , 60+  , married       ,        , medium   , 0.5553846153846154 ,               650
         ,    , 60+  , married       ,        , high     , 0.6368638239339752 ,               727
         ,    , 60+  , married       , <20k   ,          , 0.5425867507886435 ,               317
         ,    , 60+  , married       , <20k   , low      , 0.5833333333333334 ,               120
         ,    , 60+  , married       , <20k   , medium   , 0.5054945054945055 ,                91
         ,    , 60+  , married       , <20k   , high     , 0.5283018867924528 ,               106
         ,    , 60+  , married       , 20k-50k,          , 0.592436974789916  ,               714
         ,    , 60+  , married       , 20k-50k, low      , 0.6178861788617886 ,               246
         ,    , 60+  , married       , 20k-50k, medium   , 0.5136363636363637 ,               220
         ,    , 60+  , married       , 20k-50k, high     , 0.6370967741935484 ,               248
         ,    , 60+  , married       , 50k-80k,          , 0.6163265306122448 ,               735
         ,    , 60+  , married       , 50k-80k, low      , 0.6135458167330677 ,               251
         ,    , 60+  , married       , 50k-80k, medium   , 0.5882352941176471 ,               221
         ,    , 60+  , married       , 50k-80k, high     , 0.6425855513307985 ,               263
         ,    , 60+  , married       , 80k+   ,          , 0.688953488372093  ,               344
         ,    , 60+  , married       , 80k+   , low      , 0.7327586206896551 ,               116
         ,    , 60+  , married       , 80k+   , medium   , 0.6101694915254238 ,               118
         ,    , 60+  , married       , 80k+   , high     , 0.7272727272727273 ,               110
         ,    , 60+  , single        ,        ,          , 0.5729442970822282 ,               377
         ,    , 60+  , single        ,        , low      , 0.6142857142857143 ,               140
         ,    , 60+  , single        ,        , medium   , 0.49586776859504134,               121
         ,    , 60+  , single        ,        , high     , 0.603448275862069  ,               116
         ,    , 60+  , single        , <20k   ,          , 0.5584415584415584 ,                77
         ,    , 60+  , single        , <20k   , low      , 0.5333333333333333 ,                30
         ,    , 60+  , single        , <20k   , medium   , 0.5416666666666666 ,                24
         ,    , 60+  , single        , <20k   , high     , 0.6086956521739131 ,                23
         ,    , 60+  , single        , 20k-50k,          , 0.5798319327731093 ,               119
         ,    , 60+  , single        , 20k-50k, low      , 0.6444444444444445 ,                45
         ,    , 60+  , single        , 20k-50k, medium   , 0.5128205128205128 ,                39
         ,    , 60+  , single        , 20k-50k, high     , 0.5714285714285714 ,                35
         ,    , 60+  , single        , 50k-80k,          , 0.5859375          ,               128
         ,    , 60+  , single        , 50k-80k, low      , 0.6739130434782609 ,                46
         ,    , 60+  , single        , 50k-80k, medium   , 0.475              ,                40
         ,    , 60+  , single        , 50k-80k, high     , 0.5952380952380952 ,                42
         ,    , 60+  , single        , 80k+   ,          , 0.5471698113207547 ,                53
         ,    , 60+  , single        , 80k+   , low      , 0.5263157894736842 ,                19
         ,    , 60+  , single        , 80k+   , medium   , 0.4444444444444444 ,                18
         ,    , 60+  , single        , 80k+   , high     , 0.6875             ,                16
         , f  ,      ,               ,        ,          , 0.5323573448677424 ,              6011
         , f  ,      ,               ,        , low      , 0.5399129172714079 ,              2067
         , f  ,      ,               ,        , medium   , 0.5090510148107515 ,              1823
         , f  ,      ,               ,        , high     , 0.545025931164545  ,              2121
         , f  ,      ,               , <20k   ,          , 0.47668393782383417,               965
         , f  ,      ,               , <20k   , low      , 0.5089285714285714 ,               336
         , f  ,      ,               , <20k   , medium   , 0.44256756756756754,               296
         , f  ,      ,               , <20k   , high     , 0.4744744744744745 ,               333
         , f  ,      ,               , 20k-50k,          , 0.5318940137389597 ,              2038
         , f  ,      ,               , 20k-50k, low      , 0.5260196905766527 ,               711
         , f  ,      ,               , 20k-50k, medium   , 0.49756888168557534,               617
         , f  ,      ,               , 20k-50k, high     , 0.5676056338028169 ,               710
         , f  ,      ,               , 50k-80k,          , 0.5413607440039158 ,              2043
         , f  ,      ,               , 50k-80k, low      , 0.5488505747126436 ,               696
         , f  ,      ,               , 50k-80k, medium   , 0.536              ,               625
         , f  ,      ,               , 50k-80k, high     , 0.538781163434903  ,               722
         , f  ,      ,               , 80k+   ,          , 0.5699481865284974 ,               965
         , f  ,      ,               , 80k+   , low      , 0.5833333333333334 ,               324
         , f  ,      ,               , 80k+   , medium   , 0.543859649122807  ,               285
         , f  ,      ,               , 80k+   , high     , 0.5786516853932584 ,               356
         , f  ,      , married       ,        ,          , 0.6035058430717863 ,              2396
         , f  ,      , married       ,        , low      , 0.6088560885608856 ,               813
         , f  ,      , married       ,        , medium   , 0.5795918367346938 ,               735
         , f  ,      , married       ,        , high     , 0.6191037735849056 ,               848
         , f  ,      , married       , <20k   ,          , 0.5317460317460317 ,               378
         , f  ,      , married       , <20k   , low      , 0.5572519083969466 ,               131
         , f  ,      , married       , <20k   , medium   , 0.5229357798165137 ,               109
         , f  ,      , married       , <20k   , high     , 0.5144927536231884 ,               138
         , f  ,      , married       , 20k-50k,          , 0.6113161131611317 ,               813
         , f  ,      , married       , 20k-50k, low      , 0.5824175824175825 ,               273
         , f  ,      , married       , 20k-50k, medium   , 0.5573122529644269 ,               253
         , f  ,      , married       , 20k-50k, high     , 0.686411149825784  ,               287
         , f  ,      , married       , 50k-80k,          , 0.6080097087378641 ,               824
         , f  ,      , married       , 50k-80k, low      , 0.5913978494623656 ,               279
         , f  ,      , married       , 50k-80k, medium   , 0.6352941176470588 ,               255
         , f  ,      , married       , 50k-80k, high     , 0.6                ,               290
         , f  ,      , married       , 80k+   ,          , 0.6482939632545932 ,               381
         , f  ,      , married       , 80k+   , low      , 0.7538461538461538 ,               130
         , f  ,      , married       , 80k+   , medium   , 0.559322033898305  ,               118
         , f  ,      , married       , 80k+   , high     , 0.6240601503759399 ,               133
         , f  ,      , single        ,        ,          , 0.4852005532503458 ,              3615
         , f  ,      , single        ,        , low      , 0.49521531100478466,              1254
         , f  ,      , single        ,        , medium   , 0.46139705882352944,              1088
         , f  ,      , single        ,        , high     , 0.4956794972505892 ,              1273
         , f  ,      , single        , <20k   ,          , 0.44122657580919933,               587
         , f  ,      , single        , <20k   , low      , 0.47804878048780486,               205
         , f  ,      , single        , <20k   , medium   , 0.39572192513368987,               187
         , f  ,      , single        , <20k   , high     , 0.4461538461538462 ,               195
         , f  ,      , single        , 20k-50k,          , 0.4791836734693877 ,              1225
         , f  ,      , single        , 20k-50k, low      , 0.4908675799086758 ,               438
         , f  ,      , single        , 20k-50k, medium   , 0.45604395604395603,               364
         , f  ,      , single        , 20k-50k, high     , 0.48699763593380613,               423
         , f  ,      , single        , 50k-80k,          , 0.4963084495488105 ,              1219
         , f  ,      , single        , 50k-80k, low      , 0.5203836930455635 ,               417
         , f  ,      , single        , 50k-80k, medium   , 0.46756756756756757,               370
         , f  ,      , single        , 50k-80k, high     , 0.4976851851851852 ,               432
         , f  ,      , single        , 80k+   ,          , 0.5188356164383562 ,               584
         , f  ,      , single        , 80k+   , low      , 0.4690721649484536 ,               194
         , f  ,      , single        , 80k+   , medium   , 0.5329341317365269 ,               167
         , f  ,      , single        , 80k+   , high     , 0.5515695067264574 ,               223
         , f  , <20  ,               ,        ,          , 0.35023041474654376,               217
         , f  , <20  ,               ,        , low      , 0.4117647058823529 ,                68
         , f  , <20  ,               ,        , medium   , 0.3770491803278688 ,                61
         , f  , <20  ,               ,        , high     , 0.2840909090909091 ,                88
         , f  , <20  ,               , <20k   ,          , 0.2727272727272727 ,                33
         , f  , <20  ,               , <20k   , low      , 0.375              ,                 8
         , f  , <20  ,               , <20k   , medium   , 0.26666666666666666,                15
         , f  , <20  ,               , <20k   , high     , 0.2                ,                10
         , f  , <20  ,               , 20k-50k,          , 0.34615384615384615,                78
         , f  , <20  ,               , 20k-50k, low      , 0.2857142857142857 ,                28
         , f  , <20  ,               , 20k-50k, medium   , 0.5217391304347826 ,                23
         , f  , <20  ,               , 20k-50k, high     , 0.25925925925925924,                27
         , f  , <20  ,               , 50k-80k,          , 0.3582089552238806 ,                67
         , f  , <20  ,               , 50k-80k, low      , 0.5263157894736842 ,                19
         , f  , <20  ,               , 50k-80k, medium   , 0.2777777777777778 ,                18
         , f  , <20  ,               , 50k-80k, high     , 0.3                ,                30
         , f  , <20  ,               , 80k+   ,          , 0.41025641025641024,                39
         , f  , <20  ,               , 80k+   , low      , 0.5384615384615384 ,                13
         , f  , <20  ,               , 80k+   , medium   , 0.4                ,                 5
         , f  , <20  ,               , 80k+   , high     , 0.3333333333333333 ,                21
         , f  , <20  , married       ,        ,          , 1.0                ,                 4
         , f  , <20  , married       ,        , low      , nan                ,                 0
         , f  , <20  , married       ,        , medium   , 1.0                ,                 3
         , f  , <20  , married       ,        , high     , 1.0                ,                 1
         , f  , <20  , married       , <20k   ,          , 1.0                ,                 1
         , f  , <20  , married       , <20k   , low      , nan                ,                 0
         , f  , <20  , married       , <20k   , medium   , 1.0                ,                 1
         , f  , <20  , married       , <20k   , high     , nan                ,                 0
         , f  , <20  , married       , 20k-50k,          , 1.0                ,                 3
         , f  , <20  , married       , 20k-50k, low      , nan                ,                 0
         , f  , <20  , married       , 20k-50k, medium   , 1.0                ,                 2
         , f  , <20  , married       , 20k-50k, high     , 1.0                ,                 1
         , f  , <20  , married       , 50k-80k,          , nan                ,                 0
         , f  , <20  , married       , 50k-80k, low      , nan                ,                 0
         , f  , <20  , married       , 50k-80k, medium   , nan                ,                 0
         , f  , <20  , married       , 50k-80k, high     , nan                ,                 0
         , f  , <20  , married       , 80k+   ,          , nan                ,                 0
         , f  , <20  , married       , 80k+   , low      , nan                ,                 0
         , f  , <20  , married       , 80k+   , medium   , nan                ,                 0
         , f  , <20  , married       , 80k+   , high     , nan                ,                 0
