treatment,sex,age,marital_status,income,accidents,retention,number_of_clients
,,0,married,50000,,0.16666666666666666,6
,,0,married,50000,0,nan,0
,,0,married,50000,1,0.5,2
,,0,married,50000,5,0.0,4
,,0,married,80000,,nan,0
,,0,married,80000,0,nan,0
,,0,married,80000,1,nan,0
,,0,married,80000,5,nan,0
,,0,single,,,0.41203703703703703,432
,,0,single,,0,0.5094339622641509,53
,,0,single,,1,0.3576158940397351,151
,,0,single,,5,0.42543859649122806,228
,,0,single,0,,nan,0
,,0,single,0,0,nan,0
,,0,single,0,1,nan,0
,,0,single,0,5,nan,0
,,0,single,20000,,0.3357664233576642,137
,,0,single,20000,0,0.47619047619047616,21
,,0,single,20000,1,0.27450980392156865,51
,,0,single,20000,5,0.3384615384615385,65
,,0,single,50000,,0.4452054794520548,292
,,0,single,50000,0,0.5161290322580645,31
,,0,single,50000,1,0.40404040404040403,99
,,0,single,50000,5,0.4567901234567901,162
,,0,single,80000,,0.6666666666666666,3
,,0,single,80000,0,1.0,1
,,0,single,80000,1,0.0,1
,,0,single,80000,5,1.0,1
,,20,,,,0.44590675886683023,4483
,,20,,,0,0.41904761904761906,420
,,20,,,1,0.44008834897846494,1811
,,20,,,5,0.455595026642984,2252
,,20,,0,,0.0,1
,,20,,0,0,nan,0
,,20,,0,1,nan,0
,,20,,0,5,0.0,1
,,20,,20000,,0.43857142857142856,1400
,,20,,20000,0,0.3488372093023256,129
,,20,,20000,1,0.4230769230769231,572
,,20,,20000,5,0.4678111587982833,699
,,20,,50000,,0.4492468893254748,3054
,,20,,50000,0,0.4463667820069204,289
,,20,,50000,1,0.44942903752039154,1226
,,20,,50000,5,0.44964262508122155,1539
,,20,,80000,,0.4642857142857143,28
,,20,,80000,0,1.0,2
,,20,,80000,1,0.3076923076923077,13
,,20,,80000,5,0.5384615384615384,13
,,20,married,,,0.509090909090909,440
,,20,married,,0,0.5925925925925926,27
,,20,married,,1,0.4644808743169399,183
,,20,married,,5,0.5347826086956522,230
,,20,married,0,,nan,0
,,20,married,0,0,nan,0
,,20,married,0,1,nan,0
,,20,married,0,5,nan,0
,,20,married,20000,,0.4765625,128
,,20,married,20000,0,0.4444444444444444,9
,,20,married,20000,1,0.4230769230769231,52
,,20,married,20000,5,0.5223880597014925,67
,,20,married,50000,,0.5209003215434084,311
,,20,married,50000,0,0.6666666666666666,18
,,20,married,50000,1,0.48091603053435117,131
,,20,married,50000,5,0.5370370370370371,162
,,20,married,80000,,1.0,1
,,20,married,80000,0,nan,0
,,20,married,80000,1,nan,0
,,20,married,80000,5,1.0,1
,,20,single,,,0.4390304229532525,4043
,,20,single,,0,0.4071246819338422,393
,,20,single,,1,0.43734643734643736,1628
,,20,single,,5,0.4465875370919881,2022
,,20,single,0,,0.0,1
,,20,single,0,0,nan,0
,,20,single,0,1,nan,0
,,20,single,0,5,0.0,1
,,20,single,20000,,0.43474842767295596,1272
,,20,single,20000,0,0.3416666666666667,120
,,20,single,20000,1,0.4230769230769231,520
,,20,single,20000,5,0.4620253164556962,632
,,20,single,50000,,0.44112285818446956,2743
,,20,single,50000,0,0.4317343173431734,271
,,20,single,50000,1,0.445662100456621,1095
,,20,single,50000,5,0.439360929557008,1377
,,20,single,80000,,0.4444444444444444,27
,,20,single,80000,0,1.0,2
,,20,single,80000,1,0.3076923076923077,13
,,20,single,80000,5,0.5,12
,,40,,,,0.5397727272727273,4576
,,40,,,0,0.5649038461538461,416
,,40,,,1,0.5251759610178668,1847
,,40,,,5,0.546908776480761,2313
,,40,,0,,nan,0
,,40,,0,0,nan,0
,,40,,0,1,nan,0
,,40,,0,5,nan,0
,,40,,20000,,0.5223152022315202,1434
,,40,,20000,0,0.5175438596491229,114
,,40,,20000,1,0.5146299483648882,581
,,40,,20000,5,0.5290933694181326,739
,,40,,50000,,0.547085201793722,3122
,,40,,50000,0,0.5827814569536424,302
,,40,,50000,1,0.5271132376395534,1254
,,40,,50000,5,0.5561941251596424,1566
,,40,,80000,,0.65,20
,,40,,80000,0,nan,0
,,40,,80000,1,0.8333333333333334,12
,,40,,80000,5,0.375,8
,,40,married,,,0.5752614824920418,2199
,,40,married,,0,0.5773195876288659,194
,,40,married,,1,0.5684556407447974,913
,,40,married,,5,0.5805860805860806,1092
,,40,married,0,,nan,0
,,40,married,0,0,nan,0
,,40,married,0,1,nan,0
,,40,married,0,5,nan,0
,,40,married,20000,,0.5531609195402298,696
,,40,married,20000,0,0.48148148148148145,54
,,40,married,20000,1,0.5606557377049181,305
,,40,married,20000,5,0.5578635014836796,337
,,40,married,50000,,0.5853985264567984,1493
,,40,married,50000,0,0.6142857142857143,140
,,40,married,50000,1,0.5711920529801324,604
,,40,married,50000,5,0.5914552736982643,749
,,40,married,80000,,0.6,10
,,40,married,80000,0,nan,0
,,40,married,80000,1,0.75,4
,,40,married,80000,5,0.5,6
,,40,single,,,0.5069415229280606,2377
,,40,single,,0,0.5540540540540541,222
,,40,single,,1,0.4828693790149893,934
,,40,single,,5,0.5167895167895168,1221
,,40,single,0,,nan,0
,,40,single,0,0,nan,0
,,40,single,0,1,nan,0
,,40,single,0,5,nan,0
,,40,single,20000,,0.4932249322493225,738
,,40,single,20000,0,0.55,60
,,40,single,20000,1,0.463768115942029,276
,,40,single,20000,5,0.5049751243781094,402
,,40,single,50000,,0.5119705340699816,1629
,,40,single,50000,0,0.5555555555555556,162
,,40,single,50000,1,0.48615384615384616,650
,,40,single,50000,5,0.5238678090575275,817
,,40,single,80000,,0.7,10
,,40,single,80000,0,nan,0
,,40,single,80000,1,0.875,8
,,40,single,80000,5,0.0,2
,,60,,,,0.606813627254509,2495
,,60,,,0,0.6178861788617886,246
,,60,,,1,0.5956175298804781,1004
,,60,,,5,0.6136546184738956,1245
,,60,,0,,1.0,2
,,60,,0,0,nan,0
,,60,,0,1,1.0,1
,,60,,0,5,1.0,1
,,60,,20000,,0.5997340425531915,752
,,60,,20000,0,0.5930232558139535,86
,,60,,20000,1,0.6385135135135135,296
,,60,,20000,5,0.5702702702702702,370
,,60,,50000,,0.607514450867052,1730
,,60,,50000,0,0.6305732484076433,157
,,60,,50000,1,0.5740740740740741,702
,,60,,50000,5,0.6303099885189437,871
,,60,,80000,,0.9090909090909091,11
,,60,,80000,0,0.6666666666666666,3
,,60,,80000,1,1.0,5
,,60,,80000,5,1.0,3
,,60,married,,,0.6230588235294118,2125
,,60,married,,0,0.6153846153846154,208
,,60,married,,1,0.6079346557759626,857
,,60,married,,5,0.6367924528301887,1060
,,60,married,0,,1.0,2
,,60,married,0,0,nan,0
,,60,married,0,1,1.0,1
,,60,married,0,5,1.0,1
,,60,married,20000,,0.6137071651090342,642
,,60,married,20000,0,0.5833333333333334,72
,,60,married,20000,1,0.6450381679389313,262
,,60,married,20000,5,0.5941558441558441,308
,,60,married,50000,,0.6243206521739131,1472
,,60,married,50000,0,0.6268656716417911,134
,,60,married,50000,1,0.588135593220339,590
,,60,married,50000,5,0.6524064171122995,748
,,60,married,80000,,1.0,9
,,60,married,80000,0,1.0,2
,,60,married,80000,1,1.0,4
,,60,married,80000,5,1.0,3
,,60,single,,,0.5135135135135135,370
,,60,single,,0,0.631578947368421,38
,,60,single,,1,0.5238095238095238,147
,,60,single,,5,0.4810810810810811,185
,,60,single,0,,nan,0
,,60,single,0,0,nan,0
,,60,single,0,1,nan,0
,,60,single,0,5,nan,0
,,60,single,20000,,0.5181818181818182,110
,,60,single,20000,0,0.6428571428571429,14
,,60,single,20000,1,0.5882352941176471,34
,,60,single,20000,5,0.45161290322580644,62
,,60,single,50000,,0.5116279069767442,258
,,60,single,50000,0,0.6521739130434783,23
,,60,single,50000,1,0.5,112
,,60,single,50000,5,0.4959349593495935,123
,,60,single,80000,,0.5,2
,,60,single,80000,0,0.0,1
,,60,single,80000,1,1.0,1
,,60,single,80000,5,nan,0
,f,,,,,0.535809906291834,5976
,f,,,,0,0.5404929577464789,568
,f,,,,1,0.532258064516129,2418
,f,,,,5,0.5377926421404682,2990
,f,,,0,,1.0,1
,f,,,0,0,nan,0
,f,,,0,1,1.0,1
,f,,,0,5,nan,0
,f,,,20000,,0.5236576289207868,1881
,f,,,20000,0,0.5083798882681564,179
,f,,,20000,1,0.5364583333333334,768
,f,,,20000,5,0.5160599571734475,934
,f,,,50000,,0.5406933857880502,4067
,f,,,50000,0,0.5541237113402062,388
,f,,,50000,1,0.5285101164929491,1631
,f,,,50000,5,0.5478515625,2048
,f,,,80000,,0.6296296296296297,27
,f,,,80000,0,1.0,1
,f,,,80000,1,0.6666666666666666,18
,f,,,80000,5,0.5,8
,f,,married,,,0.6153523489932886,2384
,f,,married,,0,0.62,200
,f,,married,,1,0.6197604790419161,1002
,f,,married,,5,0.61082910321489,1182
,f,,married,0,,1.0,1
,f,,married,0,0,nan,0
,f,,married,0,1,1.0,1
,f,,married,0,5,nan,0
,f,,married,20000,,0.6010568031704095,757
,f,,married,20000,0,0.576271186440678,59
,f,,married,20000,1,0.6193353474320241,331
,f,,married,20000,5,0.5885558583106267,367
,f,,married,50000,,0.6209029066171924,1617
,f,,married,50000,0,0.6357142857142857,140
,f,,married,50000,1,0.6171171171171171,666
,f,,married,50000,5,0.6214549938347719,811
,f,,married,80000,,0.7777777777777778,9
,f,,married,80000,0,1.0,1
,f,,married,80000,1,1.0,4
,f,,married,80000,5,0.5,4
,f,,single,,,0.48301781737193766,3592
,f,,single,,0,0.49728260869565216,368
,f,,single,,1,0.4703389830508475,1416
,f,,single,,5,0.49004424778761063,1808
,f,,single,0,,nan,0
,f,,single,0,0,nan,0
,f,,single,0,1,nan,0
,f,,single,0,5,nan,0
,f,,single,20000,,0.47153024911032027,1124
,f,,single,20000,0,0.475,120
,f,,single,20000,1,0.47368421052631576,437
,f,,single,20000,5,0.4691358024691358,567
,f,,single,50000,,0.48775510204081635,2450
,f,,single,50000,0,0.5080645161290323,248
,f,,single,50000,1,0.46735751295336786,965
,f,,single,50000,5,0.4995957962813258,1237
,f,,single,80000,,0.5555555555555556,18
,f,,single,80000,0,nan,0
,f,,single,80000,1,0.5714285714285714,14
,f,,single,80000,5,0.5,4
,f,0,,,,0.4253393665158371,221
,f,0,,,0,0.5172413793103449,29
,f,0,,,1,0.3466666666666667,75
,f,0,,,5,0.452991452991453,117
,f,0,,0,,nan,0
,f,0,,0,0,nan,0
,f,0,,0,1,nan,0
,f,0,,0,5,nan,0
,f,0,,20000,,0.28205128205128205,78
,f,0,,20000,0,0.45454545454545453,11
,f,0,,20000,1,0.2727272727272727,33
,f,0,,20000,5,0.23529411764705882,34
,f,0,,50000,,0.5035460992907801,141
,f,0,,50000,0,0.5555555555555556,18
,f,0,,50000,1,0.4146341463414634,41
,f,0,,50000,5,0.5365853658536586,82
,f,0,,80000,,0.5,2
,f,0,,80000,0,nan,0
,f,0,,80000,1,0.0,1
,f,0,,80000,5,1.0,1
,f,0,married,,,0.2857142857142857,7
,f,0,married,,0,nan,0
,f,0,married,,1,0.5,2
,f,0,married,,5,0.2,5
,f,0,married,0,,nan,0
,f,0,married,0,0,nan,0
,f,0,married,0,1,nan,0
,f,0,married,0,5,nan,0
,f,0,married,20000,,0.2,5
,f,0,married,20000,0,nan,0
,f,0,married,20000,1,nan,0
,f,0,married,20000,5,0.2,5
,f,0,married,50000,,0.5,2
,f,0,married,50000,0,nan,0
,f,0,married,50000,1,0.5,2
,f,0,married,50000,5,nan,0
,f,0,married,80000,,nan,0
,f,0,married,80000,0,nan,0
,f,0,married,80000,1,nan,0
,f,0,married,80000,5,nan,0
,f,0,single,,,0.42990654205607476,214
,f,0,single,,0,0.5172413793103449,29
,f,0,single,,1,0.3424657534246575,73
,f,0,single,,5,0.4642857142857143,112
,f,0,single,0,,nan,0
,f,0,single,0,0,nan,0
,f,0,single,0,1,nan,0
,f,0,single,0,5,nan,0
,f,0,single,20000,,0.2876712328767123,73
,f,0,single,20000,0,0.45454545454545453,11
,f,0,single,20000,1,0.2727272727272727,33
,f,0,single,20000,5,0.2413793103448276,29
,f,0,single,50000,,0.5035971223021583,139
,f,0,single,50000,0,0.5555555555555556,18
,f,0,single,50000,1,0.41025641025641024,39
,f,0,single,50000,5,0.5365853658536586,82
,f,0,single,80000,,0.5,2
,f,0,single,80000,0,nan,0
,f,0,single,80000,1,0.0,1
,f,0,single,80000,5,1.0,1
,f,20,,,,0.4719605204127411,2229
,f,20,,,0,0.4439252336448598,214
,f,20,,,1,0.4783092324805339,899
,f,20,,,5,0.4722222222222222,1116
,f,20,,0,,nan,0
,f,20,,0,0,nan,0
,f,20,,0,1,nan,0
,f,20,,0,5,nan,0
,f,20,,20000,,0.4686609686609687,702
,f,20,,20000,0,0.3972602739726027,73
,f,20,,20000,1,0.4825174825174825,286
,f,20,,20000,5,0.47230320699708456,343
,f,20,,50000,,0.4736495388669302,1518
,f,20,,50000,0,0.46808510638297873,141
,f,20,,50000,1,0.4768976897689769,606
,f,20,,50000,5,0.4721141374837873,771
,f,20,,80000,,0.4444444444444444,9
,f,20,,80000,0,nan,0
,f,20,,80000,1,0.42857142857142855,7
,f,20,,80000,5,0.5,2
,f,20,married,,,0.5497630331753555,211
,f,20,married,,0,0.6923076923076923,13
,f,20,married,,1,0.5368421052631579,95
,f,20,married,,5,0.5436893203883495,103
,f,20,married,0,,nan,0
,f,20,married,0,0,nan,0
,f,20,married,0,1,nan,0
,f,20,married,0,5,nan,0
,f,20,married,20000,,0.5,66
,f,20,married,20000,0,0.5,4
,f,20,married,20000,1,0.4838709677419355,31
,f,20,married,20000,5,0.5161290322580645,31
,f,20,married,50000,,0.5724137931034483,145
,f,20,married,50000,0,0.7777777777777778,9
,f,20,married,50000,1,0.5625,64
,f,20,married,50000,5,0.5555555555555556,72
,f,20,married,80000,,nan,0
,f,20,married,80000,0,nan,0
,f,20,married,80000,1,nan,0
,f,20,married,80000,5,nan,0
,f,20,single,,,0.4638255698711596,2018
,f,20,single,,0,0.42786069651741293,201
,f,20,single,,1,0.47139303482587064,804
,f,20,single,,5,0.46495557749259625,1013
,f,20,single,0,,nan,0
,f,20,single,0,0,nan,0
,f,20,single,0,1,nan,0
,f,20,single,0,5,nan,0
,f,20,single,20000,,0.46540880503144655,636
,f,20,single,20000,0,0.391304347826087,69
,f,20,single,20000,1,0.4823529411764706,255
,f,20,single,20000,5,0.46794871794871795,312
,f,20,single,50000,,0.4632192279679534,1373
,f,20,single,50000,0,0.44696969696969696,132
,f,20,single,50000,1,0.466789667896679,542
,f,20,single,50000,5,0.463519313304721,699
,f,20,single,80000,,0.4444444444444444,9
,f,20,single,80000,0,nan,0
,f,20,single,80000,1,0.42857142857142855,7
,f,20,single,80000,5,0.5,2
,f,40,,,,0.5576337538060027,2299
,f,40,,,0,0.5733333333333334,225
,f,40,,,1,0.5419354838709678,930
,f,40,,,5,0.5673076923076923,1144
,f,40,,0,,nan,0
,f,40,,0,0,nan,0
,f,40,,0,1,nan,0
,f,40,,0,5,nan,0
,f,40,,20000,,0.5390946502057613,729
,f,40,,20000,0,0.5263157894736842,57
,f,40,,20000,1,0.5360824742268041,291
,f,40,,20000,5,0.5433070866141733,381
,f,40,,50000,,0.565189466923571,1557
,f,40,,50000,0,0.5892857142857143,168
,f,40,,50000,1,0.5396825396825397,630
,f,40,,50000,5,0.5810276679841897,759
,f,40,,80000,,0.6923076923076923,13
,f,40,,80000,0,nan,0
,f,40,,80000,1,0.8888888888888888,9
,f,40,,80000,5,0.25,4
,f,40,married,,,0.6018018018018018,1110
,f,40,married,,0,0.580952380952381,105
,f,40,married,,1,0.6135371179039302,458
,f,40,married,,5,0.5959780621572212,547
,f,40,married,0,,nan,0
,f,40,married,0,0,nan,0
,f,40,married,0,1,nan,0
,f,40,married,0,5,nan,0
,f,40,married,20000,,0.5722070844686649,367
,f,40,married,20000,0,0.44,25
,f,40,married,20000,1,0.5900621118012422,161
,f,40,married,20000,5,0.574585635359116,181
,f,40,married,50000,,0.6160108548168249,737
,f,40,married,50000,0,0.625,80
,f,40,married,50000,1,0.6224489795918368,294
,f,40,married,50000,5,0.6088154269972452,363
,f,40,married,80000,,0.6666666666666666,6
,f,40,married,80000,0,nan,0
,f,40,married,80000,1,1.0,3
,f,40,married,80000,5,0.3333333333333333,3
,f,40,single,,,0.5164003364171573,1189
,f,40,single,,0,0.5666666666666667,120
,f,40,single,,1,0.4724576271186441,472
,f,40,single,,5,0.541038525963149,597
,f,40,single,0,,nan,0
,f,40,single,0,0,nan,0
,f,40,single,0,1,nan,0
,f,40,single,0,5,nan,0
,f,40,single,20000,,0.505524861878453,362
,f,40,single,20000,0,0.59375,32
,f,40,single,20000,1,0.46923076923076923,130
,f,40,single,20000,5,0.515,200
,f,40,single,50000,,0.5195121951219512,820
,f,40,single,50000,0,0.5568181818181818,88
,f,40,single,50000,1,0.46726190476190477,336
,f,40,single,50000,5,0.5555555555555556,396
,f,40,single,80000,,0.7142857142857143,7
,f,40,single,80000,0,nan,0
,f,40,single,80000,1,0.8333333333333334,6
,f,40,single,80000,5,0.0,1
,f,60,,,,0.6308068459657702,1227
,f,60,,,0,0.68,100
,f,60,,,1,0.6361867704280155,514
,f,60,,,5,0.6182707993474714,613
,f,60,,0,,1.0,1
,f,60,,0,0,nan,0
,f,60,,0,1,1.0,1
,f,60,,0,5,nan,0
,f,60,,20000,,0.6478494623655914,372
,f,60,,20000,0,0.7105263157894737,38
,f,60,,20000,1,0.689873417721519,158
,f,60,,20000,5,0.5965909090909091,176
,f,60,,50000,,0.6216216216216216,851
,f,60,,50000,0,0.6557377049180327,61
,f,60,,50000,1,0.6101694915254238,354
,f,60,,50000,5,0.6261467889908257,436
,f,60,,80000,,1.0,3
,f,60,,80000,0,1.0,1
,f,60,,80000,1,1.0,1
,f,60,,80000,5,1.0,1
,f,60,married,,,0.6448863636363636,1056
,f,60,married,,0,0.6585365853658537,82
,f,60,married,,1,0.6442953020134228,447
,f,60,married,,5,0.6432637571157496,527
,f,60,married,0,,1.0,1
,f,60,married,0,0,nan,0
,f,60,married,0,1,1.0,1
,f,60,married,0,5,nan,0
,f,60,married,20000,,0.6614420062695925,319
,f,60,married,20000,0,0.7,30
,f,60,married,20000,1,0.6834532374100719,139
,f,60,married,20000,5,0.6333333333333333,150
,f,60,married,50000,,0.635743519781719,733
,f,60,married,50000,0,0.6274509803921569,51
,f,60,married,50000,1,0.6241830065359477,306
,f,60,married,50000,5,0.6462765957446809,376
,f,60,married,80000,,1.0,3
,f,60,married,80000,0,1.0,1
,f,60,married,80000,1,1.0,1
,f,60,married,80000,5,1.0,1
,f,60,single,,,0.543859649122807,171
,f,60,single,,0,0.7777777777777778,18
,f,60,single,,1,0.582089552238806,67
,f,60,single,,5,0.46511627906976744,86
,f,60,single,0,,nan,0
,f,60,single,0,0,nan,0
,f,60,single,0,1,nan,0
,f,60,single,0,5,nan,0
,f,60,single,20000,,0.5660377358490566,53
,f,60,single,20000,0,0.75,8
,f,60,single,20000,1,0.7368421052631579,19
,f,60,single,20000,5,0.38461538461538464,26
,f,60,single,50000,,0.5338983050847458,118
,f,60,single,50000,0,0.8,10
,f,60,single,50000,1,0.5208333333333334,48
,f,60,single,50000,5,0.5,60
,f,60,single,80000,,nan,0
,f,60,single,80000,0,nan,0
,f,60,single,80000,1,nan,0
,f,60,single,80000,5,nan,0
,m,,,,,0.4915338645418327,6024
,m,,,,0,0.4973637961335677,569
,m,,,,1,0.4724770642201835,2398
,m,,,,5,0.5053974484789009,3057
,m,,,0,,0.5,2
,m,,,0,0,nan,0
,m,,,0,1,nan,0
,m,,,0,5,0.5,2
,m,,,20000,,0.4735135135135135,1850
,m,,,20000,0,0.4277456647398844,173
,m,,,20000,1,0.4529331514324693,733
,m,,,20000,5,0.4978813559322034,944
,m,,,50000,,0.49867053420352914,4137
,m,,,50000,0,0.5242966751918159,391
,m,,,50000,1,0.48062953995157387,1652
,m,,,50000,5,0.5081184336198663,2094
,m,,,80000,,0.6,35
,m,,,80000,0,0.8,5
,m,,,80000,1,0.5384615384615384,13
,m,,,80000,5,0.5882352941176471,17
,m,,married,,,0.5630743525480367,2394
,m,,married,,0,0.5714285714285714,231
,m,,married,,1,0.5293501048218029,954
,m,,married,,5,0.5880893300248139,1209
,m,,married,0,,1.0,1
,m,,married,0,0,nan,0
,m,,married,0,1,nan,0
,m,,married,0,5,1.0,1
,m,,married,20000,,0.5383542538354253,717
,m,,married,20000,0,0.48717948717948717,78
,m,,married,20000,1,0.5432525951557093,289
,m,,married,20000,5,0.5457142857142857,350
,m,,married,50000,,0.5717717717717717,1665
,m,,married,50000,0,0.6118421052631579,152
,m,,married,50000,1,0.5219364599092284,661
,m,,married,50000,5,0.6032863849765259,852
,m,,married,80000,,0.8181818181818182,11
,m,,married,80000,0,1.0,1
,m,,married,80000,1,0.75,4
,m,,married,80000,5,0.8333333333333334,6
,m,,single,,,0.4443526170798898,3630
,m,,single,,0,0.4467455621301775,338
,m,,single,,1,0.43490304709141275,1444
,m,,single,,5,0.4512987012987013,1848
,m,,single,0,,0.0,1
,m,,single,0,0,nan,0
,m,,single,0,1,nan,0
,m,,single,0,5,0.0,1
,m,,single,20000,,0.4324801412180053,1133
,m,,single,20000,0,0.37894736842105264,95
,m,,single,20000,1,0.39414414414414417,444
,m,,single,20000,5,0.4696969696969697,594
,m,,single,50000,,0.4494336569579288,2472
,m,,single,50000,0,0.4686192468619247,239
,m,,single,50000,1,0.4530776992936428,991
,m,,single,50000,5,0.4428341384863124,1242
,m,,single,80000,,0.5,24
,m,,single,80000,0,0.75,4
,m,,single,80000,1,0.4444444444444444,9
,m,,single,80000,5,0.45454545454545453,11
,m,0,,,,0.38222222222222224,225
,m,0,,,0,0.46153846153846156,26
,m,0,,,1,0.3670886075949367,79
,m,0,,,5,0.375,120
,m,0,,0,,nan,0
,m,0,,0,0,nan,0
,m,0,,0,1,nan,0
,m,0,,0,5,nan,0
,m,0,,20000,,0.373134328358209,67
,m,0,,20000,0,0.4166666666666667,12
,m,0,,20000,1,0.2631578947368421,19
,m,0,,20000,5,0.4166666666666667,36
,m,0,,50000,,0.3821656050955414,157
,m,0,,50000,0,0.46153846153846156,13
,m,0,,50000,1,0.4,60
,m,0,,50000,5,0.35714285714285715,84
,m,0,,80000,,1.0,1
,m,0,,80000,0,1.0,1
,m,0,,80000,1,nan,0
,m,0,,80000,5,nan,0
,m,0,married,,,0.0,7
,m,0,married,,0,0.0,2
,m,0,married,,1,0.0,1
,m,0,married,,5,0.0,4
,m,0,married,0,,nan,0
,m,0,married,0,0,nan,0
,m,0,married,0,1,nan,0
,m,0,married,0,5,nan,0
,m,0,married,20000,,0.0,3
,m,0,married,20000,0,0.0,2
,m,0,married,20000,1,0.0,1
,m,0,married,20000,5,nan,0
,m,0,married,50000,,0.0,4
,m,0,married,50000,0,nan,0
,m,0,married,50000,1,nan,0
,m,0,married,50000,5,0.0,4
,m,0,married,80000,,nan,0
,m,0,married,80000,0,nan,0
,m,0,married,80000,1,nan,0
,m,0,married,80000,5,nan,0
,m,0,single,,,0.3944954128440367,218
,m,0,single,,0,0.5,24
,m,0,single,,1,0.3717948717948718,78
,m,0,single,,5,0.3879310344827586,116
,m,0,single,0,,nan,0
,m,0,single,0,0,nan,0
,m,0,single,0,1,nan,0
,m,0,single,0,5,nan,0
,m,0,single,20000,,0.390625,64
,m,0,single,20000,0,0.5,10
,m,0,single,20000,1,0.2777777777777778,18
,m,0,single,20000,5,0.4166666666666667,36
,m,0,single,50000,,0.39215686274509803,153
,m,0,single,50000,0,0.46153846153846156,13
,m,0,single,50000,1,0.4,60
,m,0,single,50000,5,0.375,80
,m,0,single,80000,,1.0,1
,m,0,single,80000,0,1.0,1
,m,0,single,80000,1,nan,0
,m,0,single,80000,5,nan,0
,m,20,,,,0.42014196983141083,2254
,m,20,,,0,0.3932038834951456,206
,m,20,,,1,0.4024122807017544,912
,m,20,,,5,0.4392605633802817,1136
,m,20,,0,,0.0,1
,m,20,,0,0,nan,0
,m,20,,0,1,nan,0
,m,20,,0,5,0.0,1
,m,20,,20000,,0.40830945558739257,698
,m,20,,20000,0,0.2857142857142857,56
,m,20,,20000,1,0.36363636363636365,286
,m,20,,20000,5,0.46348314606741575,356
,m,20,,50000,,0.4251302083333333,1536
,m,20,,50000,0,0.42567567567567566,148
,m,20,,50000,1,0.42258064516129035,620
,m,20,,50000,5,0.4270833333333333,768
